ID,Stock Code,UPC Full,Name,Size,Default Qty,Unit Cost,Latest Cost,Unit Price,Modifiers Qty,Modifiers Cost,Modifiers Latest Cost,Modifiers Price,Tax Rule Name,Category Name,Category Group Name,Supplier Name,Qty On Hand,Total Qty On Hand,Margin,Reorder Value,Reorder Point,Item Rank,Auto Update,Type,Vendor Item No,SKU,Unit Per Case,Item Tags,Vendor Name,Notes,Remind Date,Close Out item,Prompt For Qty,Item Type,Additional Fee,Bottle Deposit,Do Not Track Inventory,Add To Shortcut Keys,Do Not Show To Webstore,Hide Inventory,Item Shortcut Name,Item Sort No,Do Not Apply Manual Discount,Exclude from Promotions
2,"0009900000, 5570801963","200099000008, 0000","BENADRYL ALLERGY 2 TABLETS","MISC","1","0.42","0.460","2.00",,,,,"Tax","MEDICINE ITEMS","NOTAX","Nepa 305","11.00, 25.00",36,"79.00",1,1,"C",0,"general",0,"62284",25,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3,"0021400000","200214000005","PACKMAN","MISC","1","28.07","28.070","35.99",,,,,"Tax","THCA PRODUCTS",,"Smoke Nation","1.00",1,"22.01",0,0,"D",0,"general",0,"33178",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
6,"0051200000","200512000004","SILICONE ONE HITTER","MISC","1","2.34","2.340","3.00",,,,,"Tax","HAND PIPES",,"UNKNOWN","15.00",15,"22.00",1,1,"C",0,"general",0,"91908",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
7,"0098000000","200980000001","DIAMODE ANTIDIARREA","MISC","1","0.39","0.390","2.00",,,,,"Tax","MEDICINE ITEMS","NOTAX","UNKNOWN","5.00",5,"80.50",2,2,"C",0,"general",0,"12682",1,,,,,0,0,"Inventory Item",,,0,1,0,0,"DIAMODE ANTIDIA",,0,0
8,"1961769895, 2826193105","019617698951, 0000","OIL BURNERS","MISC","1","0.58","0.480","3.00",,,,,"Tax","HAND PIPES",,"Nepa 305","47.00, 0.00",47,"80.67",60,7,"B",0,"general",0,"38282",60,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
10,"0217100000","202171000005","CAKELAB COOKIES","MISC","1","6.23","6.230","7.99",,,,,"Tax",,,"UNKNOWN","2.00",2,"22.03",0,0,"D",0,"general",0,"24883",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
11,"0214100000","202141000004","SWIRL BONG","MISC","1","16.00","16.000","39.00",,,,,"Tax","BONG/ WATER PIPES",,"UNKNOWN","1.00",1,"58.97",1,0,"D",0,"general",0,"78351",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
12,"1390727247","013907272470","VALERA SINGLE CIGAR","MISC","1","3.00","5.450","6.99",,,,,"Tax","CIGARS / PUROS","CIGARS","Valera 305","83.00",83,"57.08",2,2,"B",0,"general",0,"71124",1,,,,,0,0,"Inventory Item",,,0,1,0,0,"VALERA SINGLE C",,1,0
13,"0217000000","202170000006","CAKELAB DESSERTS","MISC","1","7.01","7.010","8.99",,,,,"Tax",,,"UNKNOWN","3.00",3,"22.02",0,0,"D",0,"general",0,"90645",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
14,"0500300000","205003000006","PINK METAL GRINDER","MISC","1","14.04","14.040","18.00",,,,,"Tax","GRINDERS",,"UNKNOWN","0.00",0,"22.00",1,0,"D",0,"general",0,"00525",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
15,"5201557460","152015574608","MASTER FUNGI","MISC","1","15.00","15.000","40.00",,,,,"Tax","THCA PRODUCTS",,"KARINA DROPPED MERCH","4.00",4,"62.50",3,3,"A",0,"general",0,"88640",3,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
16,"0502100000","205021000002","PRISMATIC BONG","MISC","1","16.99","16.990","42.99",,,,,"Tax","BONG/ WATER PIPES",,"UNKNOWN","0.00",0,"60.48",1,0,"D",0,"general",0,"54559",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
18,"0502400000","205024000009","GET LOST MED TRAY","MISC","1","3.99","3.990","16.00",,,,,"Tax","TRAYS/ ASHTRAYS / JARS",,"UNKNOWN","1.00",1,"75.06",1,0,"D",0,"general",0,"02130",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
19,"0502700000","205027000006","STONER DAYS HAT","MISC","1","12.50","12.500","25.00",,,,,"Tax","MISCELLANEOUS SMOKE SHOP",,"UNKNOWN","1.00",1,"50.00",1,0,"D",0,"general",0,"95375",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
20,"0710000000","207100000002","FLOWER HAND PIPE","MISC","1","9.36","9.360","12.00",,,,,"Tax","HAND PIPES",,"UNKNOWN","0.00",0,"22.00",0,0,"D",0,"general",0,"78595",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
22,"0710100000","207101000001","HAND MADE HAND PIPE","MISC","1","15.60","15.600","20.00",,,,,"Tax","HAND PIPES",,"UNKNOWN","1.00",1,"22.00",0,0,"D",0,"general",0,"76023",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
23,"2137600000","221376000009","CARNITAS BURRITO","MISC","1","6.00","6.000","10.00",,,,,"Tax","FRESH FOOD","NOTAX","MIAMI TACO","0.00",0,"40.00",6,5,"D",0,"general",0,"37810",3,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
25,"0997700000","209977000000","ALKA SELTZER 2 TABLETS","MISC","1","0.32","0.320","2.00",,,,,"Tax","MEDICINE ITEMS","NOTAX","CWA","33.00",33,"84.00",1,1,"C",0,"general",0,"16440",50,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
26,"2137500000","221375000000","BARBACOA STEAK BURRITO","MISC","1","4.00","4.000","12.00",,,,,"Tax","FROZEN MEAL","NOTAX","MIAMI TACO","1.00",1,"66.67",9,9,"A",0,"general",0,"07193",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
29,"2140000000","221400000005","SMELL PROOF BAGS","MISC","1","0.39","0.390","0.50",,,,,"Tax","MISCELLANEOUS SMOKE SHOP",,"UNKNOWN","225.00",225,"22.00",2,2,"C",0,"general",0,"53109",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
30,"2140100000","221401000004","INCENSE STICK 3 FOR 1","3","1","0.36","0.360","1.00",,,,,"Tax","SPIRITUAL INCENSES",,"Smoke Nation","373.00",373,"64.00",33,15,"B",0,"general",0,"79667",33,,,,,0,0,"Inventory Item",,,1,1,0,0,"INCENSE STICK 3",,0,0
32,"2142100000","221421000008","HOLY BITE YOGURT PORFAIT","MISC","1","5.00","7.100","7.99",,,,,"Tax","FRESH FOOD","NOTAX","Holy Bite","5.00",5,"37.42",0,0,"D",0,"general",0,"93633",4,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
34,"2142200000","221422000007","CANNABIS HAT","MISC","1","14.82","14.820","19.00",,,,,"Tax","MISCELLANEOUS MARKET","NOTAX","UNKNOWN","2.00",2,"22.00",0,0,"D",0,"general",0,"38355",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
36,"2142500000","221425000004","ICE KREAM CARTS","MISC","1","14.00","14.000","35.00",,,,,"Tax","THCA PRODUCTS",,"UNKNOWN","5.00",5,"60.00",8,1,"B",0,"general",0,"22727",8,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
37,"2143300000","221433000003","GOLD RUSH POPPERS","MISC","1","4.40","4.400","10.00",,,,,"Tax","MISCELLANEOUS SMOKE SHOP",,"KARINA DROPPED MERCH","13.00",13,"56.00",6,6,"A",0,"general",0,"47859",10,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
38,"2144000000","221440000003","WIG WAG BONG","MISC","1","9.95","9.950","30.00",,,,,"Tax","BONG/ WATER PIPES",,"UNKNOWN","0.00",0,"66.83",1,0,"D",0,"general",0,"88808",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
39,"2144200000","221442000001","70 LAMP BONG","MISC","1","25.00","25.000","60.00",,,,,"Tax","BONG/ WATER PIPES",,"HS Supply","0.00",0,"58.33",1,0,"D",0,"general",0,"63321",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
41,"2144300000","221443000000","DINO WATER PIPE","MISC","1","15.95","15.950","40.00",,,,,"Tax","BONG/ WATER PIPES",,"UNKNOWN","0.00",0,"60.13",1,0,"D",0,"general",0,"86349",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
42,"2144500000","221445000008","SHERLOCK ARMS HAND PIPES","MISC","1","12.99","12.990","30.00",,,,,"Tax","HAND PIPES",,"UNKNOWN","2.00",2,"56.70",0,0,"D",0,"general",0,"13043",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
43,"2144600000","221446000007","SOCIAL SPACESHIP BONG","MISC","1","37.65","37.650","95.00",,,,,"Tax","BONG/ WATER PIPES",,"UNKNOWN","1.00",1,"60.37",1,0,"D",0,"general",0,"44280",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
44,"2144700000","221447000006","YOSHER EGG WATER PIPE","MISC","1","50.00","50.000","115.00",,,,,"Tax","BONG/ WATER PIPES",,"UNKNOWN","1.00",1,"56.52",1,0,"D",0,"general",0,"51534",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
45,"2144800000","221448000005","SILICONE YODA WATER PIPE","MISC","1","19.50","19.500","25.00",,,,,"Tax","BONG/ WATER PIPES",,"UNKNOWN","0.00",0,"22.00",1,0,"D",0,"general",0,"81916",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
46,"2144900000","221449000004","SILICONE UNICORN WATER PIPE","MISC","1","5.95","5.950","25.00",,,,,"Tax","BONG/ WATER PIPES",,"UNKNOWN","0.00",0,"76.20",0,0,"D",0,"general",0,"74438",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
47,"2145000000","221450000000","CHEECH GLYCERIN HAND PIPE","MISC","1","18.00","18.000","40.00",,,,,"Tax","HAND PIPES",,"UNKNOWN","0.00",0,"55.00",1,0,"D",0,"general",0,"19615",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
48,"2145100000","221451000009","YUNG YODER HAND PIPE","MISC","1","11.95","11.950","30.00",,,,,"Tax","HAND PIPES",,"UNKNOWN","1.00",1,"60.17",1,0,"D",0,"general",0,"21760",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
49,"2145200000","221452000008","CLEAR ZIG ZAG HAND PIPE","MISC","1","3.95","3.950","12.99",,,,,"Tax","HAND PIPES",,"UNKNOWN","1.00",1,"69.59",0,0,"D",0,"general",0,"50112",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
50,"2145300000","221453000007","CALIBEAR HAND PIPE","MISC","1","11.95","11.950","25.00",,,,,"Tax","HAND PIPES",,"UNKNOWN","10.00",10,"52.20",1,0,"D",0,"general",0,"47146",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
51,"2145400000","221454000006","ANIMEE HAND PIPE","MISC","1","6.00","6.000","16.00",,,,,"Tax","HAND PIPES",,"UNKNOWN","4.00",4,"62.50",0,0,"D",0,"general",0,"28349",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
52,"3405249098","221455000005","GET LOST MINI SPOON CONTAINER","MISC","1","2.00","2.000","7.99",,,,,"Tax","MISCELLANEOUS SMOKE SHOP",,"Nepa 305","9.00",9,"74.97",10,1,"B",0,"general",0,"80243",10,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
53,"2145900000","221459000001","OG CHILLUM","MISC","1","1.44","0.700","5.00",,,,,"Tax","HAND PIPES",,"Smoke Nation","11.00",11,"71.20",0,0,"D",0,"general",0,"72839",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
54,"2145700000","221457000003","GRAFFITI SILICONE HAND PIPE","MISC","1","3.95","3.950","12.00",,,,,"Tax","HAND PIPES",,"UNKNOWN","2.00",2,"67.08",0,0,"D",0,"general",0,"18546",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
55,"2145800000","221458000002","BLUE LINE HAND PIPES","MISC","1","5.00","5.000","12.00",,,,,"Tax","HAND PIPES",,"UNKNOWN","4.00",4,"58.33",2,2,"B",0,"general",0,"97554",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
56,"1961967434","019619674342","ONE HITTER CERAMIC","MISC","1","1.56","1.560","2.00",,,,,"Tax","MISCELLANEOUS SMOKE SHOP",,"UNKNOWN","35.00",35,"22.00",0,0,"D",0,"general",0,"28659",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
57,"2146000000","221460000007","CHEECH WIG WAG HAND PIPE","MISC","1","18.00","18.000","35.99",,,,,"Tax","HAND PIPES",,"UNKNOWN","2.00",2,"49.99",1,0,"D",0,"general",0,"03734",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
58,"2146100000","221461000006","BRASS SCREENS FILTERS","MISC","1","0.78","0.780","1.00",,,,,"Tax","MISCELLANEOUS SMOKE SHOP",,"Smoke Nation","98.00",98,"22.00",0,0,"D",0,"general",0,"34773",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
59,"2146300000","221463000004","DIGITAL SCALE","MISC","1","8.00","8.000","19.99",,,,,"Tax","MISCELLANEOUS SMOKE SHOP",,"UNKNOWN","0.00",0,"59.98",0,0,"D",0,"general",0,"93712",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
60,"2146400000","221464000003","GET LOST SMALL METAL","MISC","1","9.36","9.360","12.00",,,,,"Tax","TRAYS/ ASHTRAYS / JARS",,"UNKNOWN","8.00",8,"22.00",0,0,"D",0,"general",0,"60134",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
61,"2146800000","221468000009","SILICONE MONEY TRAY","MISC","1","4.95","4.950","12.99",,,,,"Tax","TRAYS/ ASHTRAYS / JARS",,"UNKNOWN","4.00",4,"61.89",1,0,"D",0,"general",0,"14407",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
62,"1777523368","221466000001","SHOE KEYCHAIN","MISC","1","3.50","3.500","10.00",,,,,"Tax","MISCELLANEOUS SMOKE SHOP",,"UNKNOWN","5.00",5,"65.00",0,0,"D",0,"general",0,"69708",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
63,"2146500000","221465000002","RAW MUNCHIES BOX","MISC","1","8.25","8.250","20.00",,,,,"Tax","MISCELLANEOUS SMOKE SHOP",,"UNKNOWN","1.00",1,"58.75",0,0,"D",0,"general",0,"77035",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
64,"2146700000","221467000000","GLASS ROLLING TRAY","MISC","1","6.75","6.750","20.00",,,,,"Tax","TRAYS/ ASHTRAYS / JARS",,"UNKNOWN","2.00",2,"66.25",1,0,"D",0,"general",0,"27024",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
65,"2147000000","221470000004","SPACEKING GRINDERS","MISC","1","19.50","19.500","25.00",,,,,"Tax","GRINDERS",,"UNKNOWN","4.00",4,"22.00",0,0,"D",0,"general",0,"20771",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
66,"2146900000","221469000008","GET LOST GRINDERS","MISC","1","15.60","15.600","20.00",,,,,"Tax","GRINDERS",,"UNKNOWN","6.00",6,"22.00",0,0,"D",0,"general",0,"00867",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
67,"2147100000","221471000003","CHEECH GRINDER","MISC","1","13.00","13.000","29.00",,,,,"Tax","GRINDERS",,"UNKNOWN","2.00",2,"55.17",0,0,"D",0,"general",0,"68164",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
68,"2147300000","221473000001","LARGE METAL TRAY","MISC","1","12.48","12.480","16.00",,,,,"Tax","TRAYS/ ASHTRAYS / JARS",,"UNKNOWN","2.00",2,"22.00",0,0,"D",0,"general",0,"11989",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
69,"2147200000","221472000002","SMALL METAL TRAY","MISC","1","4.00","4.000","10.00",,,,,"Tax","TRAYS/ ASHTRAYS / JARS",,"UNKNOWN","6.00",6,"60.00",1,0,"D",0,"general",0,"54506",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
70,"2147500000","221475000009","COTTONELLE FLUSHABLE WIPES","MISC","1","2.07","1.650","3.99",,,,,"Tax","PERSONAL CARE ITEMS","NOTAX","Walmart Business","12.00",12,"48.12",1,1,"C",0,"general",0,"74043",10,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
71,"2147400000","221474000000","WEED BAG","MISC","1","10.13","10.130","12.99",,,,,"Tax","MISCELLANEOUS SMOKE SHOP",,"UNKNOWN","2.00",2,"22.02",1,0,"D",0,"general",0,"19556",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
72,"2147800000","221478000006","COOKIES BONG","MISC","1","31.20","31.200","40.00",,,,,"Tax","BONG/ WATER PIPES",,"UNKNOWN","0.00",0,"22.00",1,0,"D",0,"general",0,"52808",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
73,"2147700000","221477000007","GET LOST ALUMINIUM TUBE","MISC","1","2.77","1.990","6.99",,,,,"Tax","MISCELLANEOUS SMOKE SHOP",,"Nepa 305","2.00",2,"60.37",0,0,"D",0,"general",0,"55347",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
75,"2148000000","221480000001","HOLY BITE BANANA LOAF","MISC","1","3.50","3.500","5.25",,,,,"Tax","FRESH FOOD","NOTAX","Holy Bite","8.00",8,"33.33",6,5,"B",0,"general",0,"27809",6,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
76,"2148200000","221482000009","EMILYS JAM","MISC","1","1.14","1.140","2.50",,,,,"Tax","PANTRY ITEMS","NOTAX","UNKNOWN","119.00",119,"54.40",0,0,"D",0,"general",0,"45516",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
77,"2148900000","221489000002","CHICKEN QUESADILLA","MISC","1","4.00","4.000","8.99",,,,,"Tax","FROZEN MEAL","NOTAX","MIAMI TACO","1.00",1,"55.51",4,4,"A",0,"general",0,"72703",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
78,"2149000000","221490000008","HOOKAH STATION BULB RED","MISC","1","37.00","37.000","85.00",,,,,"Tax","HOOKAH RELATED",,"UNKNOWN","0.00",0,"56.47",1,0,"D",0,"general",0,"03495",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
79,"2149100000, 1636697784","221491000007, 0000","HOOKAH STATION GROOM XS","MISC","1","29.00","29.000","65.00",,,,,"Tax","HOOKAH RELATED",,"KARINA DROPPED MERCH","0.00, 1.00",1,"55.38",0,0,"D",0,"general",0,"31852",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
80,"2149200000","221492000006","HOOKAH GUN","MISC","1","41.00","41.000","120.00",,,,,"Tax","HOOKAH RELATED",,"UNKNOWN","0.00",0,"65.83",1,0,"D",0,"general",0,"96479",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
81,"2149300000","221493000005","HOOKAH AGNI LARGE","MISC","1","50.00","50.000","120.00",,,,,"Tax","HOOKAH RELATED",,"UNKNOWN","1.00",1,"58.33",1,0,"D",0,"general",0,"49474",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
82,"2149400000","221494000004","HOOKAH LITTLE MAN","MISC","1","38.00","38.000","80.00",,,,,"Tax","HOOKAH RELATED",,"UNKNOWN","0.00",0,"52.50",1,0,"D",0,"general",0,"16699",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
84,"2149600000","221496000002","CYRIL HOOKAH BOWL","MISC","1","5.50","5.500","13.00",,,,,"Tax","HOOKAH RELATED",,"UNKNOWN","5.00",5,"57.69",1,1,"B",0,"general",0,"01173",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
86,"2150100000","221501000003","HOLY BITE BROWNIES","MISC","1","3.50","3.820","4.90",,,,,"Tax","FRESH FOOD","NOTAX","Holy Bite","0.00",0,"28.57",4,2,"D",0,"general",0,"02641",4,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
94,"2156600000","221566000000","ANNIE'S SHELLS AND AGED CHEDDAR","MISC","1","1.51","1.460","3.50",,,,,"Tax","PANTRY ITEMS","NOTAX","Walmart Business","0.00",0,"56.86",4,3,"D",0,"general",0,"99269",4,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
95,"2156700000","221567000009","ANNIE'S SHELLS AND WHITE CHEDDAR","MISC","1","1.67","1.460","3.50",,,,,"Tax","PANTRY ITEMS","NOTAX","Walmart Business","0.00",0,"52.29",4,2,"D",0,"general",0,"25004",4,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
96,"2156800000","221568000008","ANNIE'S CLASSIC CHEDDAR MACARONI","MISC","1","1.54","1.460","3.50",,,,,"Tax","PANTRY ITEMS","NOTAX","Walmart Business","0.00",0,"56.00",1,1,"D",0,"general",0,"15059",4,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
97,"2156900000","221569000007","HAPPY HIPPIE GRINDER","MISC","1","7.00","7.000","17.00",,,,,"Tax","GRINDERS",,"UNKNOWN","0.00",0,"58.82",0,0,"D",0,"general",0,"16024",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
99,"2160100000","221601000002","MARTIK SHERLOCK HAND PIPES","MISC","1","14.04","14.040","18.00",,,,,"Tax","HAND PIPES",,"UNKNOWN","2.00",2,"22.00",0,0,"D",0,"general",0,"01016",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
101,"2160200000","221602000001","MARTIK ONE HITTER","MISC","1","5.46","5.460","7.00",,,,,"Tax","HAND PIPES",,"UNKNOWN","1.00",1,"22.00",0,0,"D",0,"general",0,"11521",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
102,"2160300000","221603000000","KEY CHAIN ONE HITTER","MISC","1","2.73","2.730","3.50",,,,,"Tax","HAND PIPES",,"UNKNOWN","1.00",1,"22.00",0,0,"D",0,"general",0,"89703",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
104,"2161100000","221611000009","CAT INCENSE HOLDER","MISC","1","7.00","7.000","19.99",,,,,"Tax","MISCELLANEOUS MARKET","NOTAX","UNKNOWN","1.00",1,"64.98",0,0,"D",0,"general",0,"00161",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
105,"2161200000","221612000008","COFFEE MUG LITTLE MISS","MISC","1","8.23","8.230","21.99",,,,,"Tax","MISCELLANEOUS MARKET","NOTAX","UNKNOWN","1.00",1,"62.57",0,0,"D",0,"general",0,"74067",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
106,"2161300000","221613000007","BEER EXTINGUISHER","MISC","1","14.99","14.990","29.99",,,,,"Tax","MISCELLANEOUS SMOKE SHOP",,"UNKNOWN","1.00",1,"50.02",1,0,"D",0,"general",0,"54597",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
107,"2161400000","221614000006","DOLLAR TOILET PAPER","MISC","1","2.58","2.580","7.00",,,,,"Tax","MISCELLANEOUS SMOKE SHOP",,"UNKNOWN","1.00",1,"63.14",0,0,"D",0,"general",0,"73220",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
108,"8703100219","8887031002195","CORKSCREW","MISC","1","1.00","1.000","2.50",,,,,"Tax","HOUSEHOLD ITEMS",,"Walmart Business","10.00",10,"60.00",2,2,"C",0,"general",0,"62134",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
109,"2164500000","221645000006","LIME","MISC","1","0.39","0.390","0.50",,,,,"Tax",,,"UNKNOWN","5.00",5,"22.00",1,0,"D",0,"general",0,"03403",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
110,"2165000000","221650000008","HIMALAYAN BACKPACK","MISC","1","15.00","15.000","32.00",,,,,"Tax","MISCELLANEOUS MARKET","NOTAX","UNKNOWN","2.00",2,"53.13",1,0,"D",0,"general",0,"61399",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
111,"2165100000","221651000007","HIMALAYAN WEIST BAG","MISC","1","11.70","11.700","15.00",,,,,"Tax","MISCELLANEOUS MARKET","NOTAX","UNKNOWN","3.00",3,"22.00",1,0,"D",0,"general",0,"07004",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
112,"2165800000","221658000000","CHINESE PANDA HEMPER","MISC","1","23.40","23.400","30.00",,,,,"Tax","BONG/ WATER PIPES",,"UNKNOWN","1.00",1,"22.00",1,0,"D",0,"general",0,"51947",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
113,"2178900000","221789000009","GLOW MINI WATER PIPE","MISC","1","15.60","15.600","20.00",,,,,"Tax","BONG/ WATER PIPES",,"UNKNOWN","2.00",2,"22.00",0,0,"D",0,"general",0,"28123",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
114,"5574663197","655746631973","COOKIES INDICA","MISC","1","2.99","2.960","10.00",,,,,"Tax","THCA PRODUCTS",,"KARINA DROPPED MERCH","42.00",42,"70.10",152,134,"A",0,"general",0,"29439",38,,,,,0,0,"Inventory Item",,,0,1,0,0,"COOKIES INDICA",,0,0
115,"2527273073","725272730737","COOKIES SATIVA","MISC","1","3.00","7.800","10.00",,,,,"Tax","THCA PRODUCTS",,"KARINA DROPPED MERCH","30.00",30,"70.00",152,132,"A",0,"general",0,"96368",38,,,,,0,0,"Inventory Item",,,0,1,0,0,"COOKIES SATIVA",,0,0
117,"5000200000","250002000007","WULF PURPLE GRINDER","MISC","1","13.00","13.000","29.00",,,,,"Tax","GRINDERS",,"UNKNOWN","0.00",0,"55.17",1,0,"D",0,"general",0,"91600",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
118,"5000400000","250004000005","STRAWBERRY BONG","MISC","1","22.00","22.000","55.00",,,,,"Tax","BONG/ WATER PIPES",,"KARINA DROPPED MERCH","0.00",0,"60.00",1,0,"D",0,"general",0,"05897",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
120,"5195888012","250010000006","TROPIC BONG","MISC","1","15.00","15.000","35.99",,,,,"Tax","BONG/ WATER PIPES",,"Tropicalize","2.00",2,"58.32",1,1,"A",0,"general",0,"10422",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
123,"0960700006","50960767","HALLS FOREST FRUIT","MISC","1","0.65","0.650","2.00",,,,,"Tax","SNACKS","NOTAX","UNKNOWN","11.00",11,"67.50",0,0,"D",0,"general",0,"47771",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
124,"4400000925, 4900000182","54492509, 54492509","COKE GLASS JAR","250ML","1","0.99","0.990","2.50",,,,,"Tax","BEVERAGES ","NOTAX","EUROSTAR","70.00, 0.00",70,"60.40",24,21,"A",0,"general",0,"38473",24,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
125,"0985000009","50985098","HALLS BLACK EXTRA STRONG","MISC","1","1.56","1.560","2.00",,,,,"Tax","SNACKS","NOTAX","UNKNOWN","12.00",12,"22.00",0,0,"D",0,"general",0,"95274",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
127,"5064000006","75064648","PALL MALL MYKONOS","MISC","1","4.00","4.000","10.99",,,,,"Tax",,,"UNKNOWN","1.00",1,"63.60",0,0,"D",0,"general",0,"09922",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
