ID,Stock Code,UPC Full,Name,Size,Default Qty,Unit Cost,Latest Cost,Unit Price,Modifiers Qty,Modifiers Cost,Modifiers Latest Cost,Modifiers Price,Tax Rule Name,Category Name,Category Group Name,Supplier Name,Qty On Hand,Total Qty On Hand,Margin,Reorder Value,Reorder Point,Item Rank,Auto Update,Type,Vendor Item No,SKU,Unit Per Case,Item Tags,Vendor Name,Notes,Remind Date,Close Out item,Prompt For Qty,Item Type,Additional Fee,Bottle Deposit,Do Not Track Inventory,Add To Shortcut Keys,Do Not Show To Webstore,Hide Inventory,Item Shortcut Name,Item Sort No,Do Not Apply Manual Discount,Exclude from Promotions
3235,"3517949631, 3517949630","0000, 8435179496309","PULLTEX COOLER POT 109 630",,"1","11.09","11.090","22.50",,,,,"Tax","WINE ACCESSORIES",,"PULLTEX","3.00, 1.00",4,"50.71",0,0,"D",0,"general",0,"21375",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3236,"3517949119","8435179491199","PULLTEX 2F CORKSCREW 2 FUNCTIONS 109-119",,"1","5.54","5.540","12.00",,,,,"Tax","WINE ACCESSORIES",,"PULLTEX","1.00",1,"53.83",1,1,"B",0,"general",0,"23293",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3237,"3517949133","0000","PULLTEX PULLTAPS CORKSCREW RED 109 133",,"1","10.27","5.270","21.99",,,,,"Tax","WINE ACCESSORIES",,"PULLTEX","5.00",5,"53.30",0,0,"D",0,"general",0,"26173",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3238,"3517949112","8435179491120","PULLTEX CORKSCREW BASIC ROSE GOLD 109-112",,"1","5.54","5.540","12.00",,,,,"Tax","WINE ACCESSORIES",,"PULLTEX","2.00",2,"53.83",1,1,"B",0,"general",0,"04509",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3239,"3517949511","0000","PULLTEX CHAMPAGNE WINE STOPPER 109 511",,"1","5.87","5.870","12.00",,,,,"Tax","WINE ACCESSORIES",,"PULLTEX","1.00",1,"51.08",0,0,"D",0,"general",0,"22411",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3240,"3517949921","0000","PULLTEX SILICONE DOUBLE LEVER CORKSCREW SILICTAP 119 921",,"1","4.00","4.000","8.00",,,,,"Tax","WINE ACCESSORIES",,"PULLTEX","1.00",1,"50.00",0,0,"D",0,"general",0,"17705",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3241,"3517949901, 3517949922","0000, 8435179499225","PULLTEX PULLTAPS CORKSCREW  119 922",,"1","4.00","4.000","8.00",,,,,"Tax","WINE ACCESSORIES",,"PULLTEX","2.00, 2.00",4,"50.00",0,0,"D",0,"general",0,"88776",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3242,"3517949940","0000","PULLTEX METALLIC BOTTLE BEER OPENER 119 940",,"1","2.37","1.370","4.99",,,,,"Tax","WINE ACCESSORIES",,"PULLTEX","1.00",1,"52.51",0,0,"D",0,"general",0,"99175",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3243,"3517949945","0000","PULLTEX CORK PULLER 119 945",,"1","3.75","3.750","8.00",,,,,"Tax","WINE ACCESSORIES",,"PULLTEX","1.00",1,"53.13",0,0,"D",0,"general",0,"20310",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3244,"3517949960","0000","PULLTEX BEER CHILLER 119 960",,"1","4.80","4.800","10.00",,,,,"Tax","WINE ACCESSORIES",,"PULLTEX","1.00",1,"52.00",0,0,"D",0,"general",0,"30247",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3245,"3517949943","0000","PULLTEX COCKTAIL JIGGER 119 943",,"1","4.40","4.400","9.00",,,,,"Tax","WINE ACCESSORIES",,"PULLTEX","2.00",2,"51.11",0,0,"D",0,"general",0,"68738",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3246,"3517949944","0000","PULLTEX GLASS ICE CUBES STAINLESS STEEL 119 944",,"1","7.34","7.340","15.00",,,,,"Tax","WINE ACCESSORIES",,"PULLTEX","2.00",2,"51.07",0,0,"D",0,"general",0,"43423",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3247,"3517949936","0000","PULLTEX CHAMPAGNE AIR INJECTOR/STOPPER",,"1","6.36","3.420","13.34",,,,,"Tax","WINE ACCESSORIES",,"PULLTEX","1.00",1,"52.32",0,0,"D",0,"general",0,"39775",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3248,"3517949942","8435179499423","PULLTEX INOX STOPPER SPARKLIN WINE SAVER 119 936",,"1","6.36","4.400","12.99",,,,,"Tax","WINE ACCESSORIES",,"PULLTEX","1.00",1,"51.04",0,0,"D",0,"general",0,"56758",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3249,"3517949232","0000","PULLTEX LIQOUR DISPENSOR 109 232",,"1","3.75","3.750","8.00",,,,,"Tax","WINE ACCESSORIES",,"PULLTEX","1.00",1,"53.13",0,0,"D",0,"general",0,"63112",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3250,"3517949230","0000","PULLTEX JIGGER 109 230",,"1","6.85","6.950","14.00",,,,,"Tax","WINE ACCESSORIES",,"PULLTEX","1.00",1,"51.07",0,0,"D",0,"general",0,"86441",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3251,"3517949962","0000","PULLTEX WINE VACUUM SAVER STOPPER 119 962",,"1","2.61","2.610","5.00",,,,,"Tax","WINE ACCESSORIES",,"PULLTEX","1.00",1,"47.80",0,0,"D",0,"general",0,"71360",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3252,"3517949111","0000","PULLTEX CORKSCREW BASIC GOLD 109-111",,"1","13.52","13.750","27.00",,,,,"Tax","WINE ACCESSORIES",,"PULLTEX","4.00",4,"49.93",0,0,"D",0,"general",0,"30094",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3253,"9899900050","898999000503","VITA COCO ORIGINAL 1L",,"1","2.27","3.110","5.99",,,,,"Tax","BEVERAGES ","NOTAX","Jetro","27.00",27,"62.10",0,0,"D",0,"general",0,"02173",6,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3254,"0045048152","0000","MOTRIN 2PK",,"1","0.27","0.270","1.99",,,,,"Tax","MEDICINE ITEMS","NOTAX","Jetro","45.00",45,"86.43",2,2,"C",0,"general",0,"20435",50,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3255,"7286650774, 7826966037, 9011000102","6978269660379, 6978269660379, 6978269660379","RAZ LTX 25K GEORGIA PEACH",,"1","11.79","11.800","32.00",,,,,"Tax","NICOTINE VAPES",,"Nepa 305","0.00, 2.00, 0.00",2,"63.16",10,6,"A",0,"general",0,"06795",5,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3256,"7286650814","6972866508140","RAZ LTX 25K MANGO LOCO",,"1","11.79","14.000","32.00",,,,,"Tax","NICOTINE VAPES",,"Smoke Nation","0.00",0,"63.16",5,1,"D",0,"general",0,"31428",5,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3257,"1016428177","810164281777","GEEKBAR X 25K STRAWBERRY WATERMELON",,"1","11.59","11.600","30.00",,,,,"Tax","NICOTINE VAPES",,"Nepa 305","5.00",5,"61.37",0,0,"D",0,"general",0,"65922",5,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3258,"1012543834","810125438349","GEEKBAR X 25K SOUR FCUKING FAB",,"1","11.59","15.000","30.00",,,,,"Tax","NICOTINE VAPES",,"KARINA DROPPED MERCH","0.00",0,"61.37",5,3,"B",0,"general",0,"31567",5,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3259,"1016428276","810164282767","GEEKBAR X 25K GRAPE SLUSH",,"1","11.59","17.000","30.00",,,,,"Tax","NICOTINE VAPES",,"Nepa 305","1.00",1,"61.37",5,3,"A",0,"general",0,"81683",5,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3260,"1012543840","810125438400","GEEKBAR X 25K BLUE RAZZ ICE",,"1","11.79","11.600","32.00",,,,,"Tax","NICOTINE VAPES",,"Nepa 305","5.00",5,"63.16",0,0,"D",0,"general",0,"99006",5,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3261,"9999942714","0000","AMSTERDAM GOLD RUSH",,"1","0.00","0.000","20.00",,,,,"Tax","MISCELLANEOUS SMOKE SHOP",,"COSTCO","5.00",5,"100.00",2,2,"A",0,"general",0,"45635",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3262,"9999954279","0000","GOLD RUSH LARGE",,"1","0.00","0.000","20.00",,,,,"Tax","MISCELLANEOUS SMOKE SHOP",,"KARINA DROPPED MERCH","6.00",6,"100.00",0,0,"D",0,"general",0,"64449",2,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3263,"2800018429","028000184292","NESCAFE CLASICO COLOMBIA 6OZ",,"1","7.97","0.000","12.99",,,,,"Tax","PANTRY ITEMS","NOTAX","Walmart Business","0.00",0,"38.65",0,0,"D",0,"general",0,"17642",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3264,"1138132549","711381325490","STONEWALL BACON RANCH DRESSING",,"1","0.00","0.000","8.99",,,,,"Tax","PANTRY ITEMS","NOTAX","Walmart Business","1.00",1,"100.00",0,0,"D",0,"general",0,"95333",3,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3265,"1138102095","0000","STONEWALL MAPLE BALSAMIC DRESSING",,"1","0.00","0.000","8.99",,,,,"Tax","PANTRY ITEMS","NOTAX","Walmart Business","3.00",3,"100.00",0,0,"D",0,"general",0,"12451",3,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3267,"0154383458","0000","BOUTIQ PEN 2GR 3 STRAINS",,"1","16.00","20.000","45.00",,,,,"Tax","THCA PRODUCTS",,"KARINA DROPPED MERCH","3.00",3,"64.44",4,4,"A",0,"general",0,"32915",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3268,"7543150203","0000","VALERA CIGAR BOX SUPER TORPEDO 3CT",,"1","10.00","10.000","21.99",,,,,"Tax","CIGARS / PUROS","CIGARS","Valera 305","5.00",5,"54.52",0,0,"D",0,"general",0,"17999",5,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3269,"6603150503","96603150503","VALERA CIGAR BOX GORDO 3CT",,"1","10.00","10.000","21.99",,,,,"Tax","CIGARS / PUROS","CIGARS","Valera 305","4.00",4,"54.52",0,0,"D",0,"general",0,"96789",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3270,"6524150104","96524150104","VALERA 305 CIGAR BOX TORO 4CT",,"1","12.00","12.000","24.99",,,,,"Tax","CIGARS / PUROS","CIGARS","Valera 305","4.00",4,"51.98",5,1,"B",0,"general",0,"90096",5,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3271,"5503150303","0000","VALERA 305 CIGAR BOX ROBUSTO 3CT",,"1","10.00","10.000","21.99",,,,,"Tax","CIGARS / PUROS","CIGARS","Valera 305","4.00",4,"54.52",5,1,"B",0,"general",0,"95572",5,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3272,"5583150103","95583150103","VALERA 305 CIGAR BOX SALOMONCITO 3CT",,"1","10.00","10.000","21.99",,,,,"Tax","CIGARS / PUROS","CIGARS","Valera 305","4.00",4,"54.52",0,0,"D",0,"general",0,"56573",5,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3280,"6000836184","860008361844","TACHE PISTACHIO MILK LATTE 11OZ",,"1","0.00","0.000","4.50",,,,,"Tax","BEVERAGES ","NOTAX","FAIRE ","0.00",0,"100.00",12,3,"B",0,"general",0,"96730",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3281,"6000388392","860003883921","TACHE PISTACHIO MILK UNSWEETENED 32OZ",,"1","0.00","0.000","7.99",,,,,"Tax","BEVERAGES ","NOTAX","FAIRE ","0.00",0,"100.00",6,3,"B",0,"general",0,"93668",6,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3282,"1340934115","013409341155","SWEET BABY RAYS HONEY BBQ SAUCE 18OZ",,"1","2.28","2.280","3.99",,,,,"Tax","PANTRY ITEMS","NOTAX","Walmart Business","2.00",2,"42.86",3,3,"B",0,"general",0,"21985",3,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3283,"5636900475","856369004759","QUINN PEANUT BUTTER PRETZELS 7OZ",,"1","4.48","4.480","7.99",,,,,"Tax","SNACKS","NOTAX","Walmart Business","0.00",0,"43.93",0,0,"B",0,"general",0,"70968",3,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3284,"3459834230","134598342300","VIVA LA HEMP GUMMIE EXOTIC BLEND 1600MG RASPBERRY LEMONADE",,"1","1.40","1.400","3.99",,,,,"Tax","THCA PRODUCTS",,"Nepa 305","0.00",0,"64.91",1,1,"B",0,"general",0,"26138",50,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3286,"5005259406","850052594060","AFTER HOURS PREROLL 1.5 GR SATIVA BLUE DREAM PIE",,"1","2.80","2.800","8.00",,,,,"Tax","THCA PRODUCTS",,"KARINA DROPPED MERCH","1.00",1,"65.00",50,5,"A",0,"general",0,"69551",50,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3287,"5005259404","850052594046","AFTER HOURS PREROLL 1.5 GR INDICA OCATANE GAS",,"1","2.80","2.800","8.00",,,,,"Tax","THCA PRODUCTS",,"KARINA DROPPED MERCH","36.00",36,"65.00",0,0,"D",0,"general",0,"06751",50,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3288,"5005259403","850052594039","AFTER HOURS PREROLL 1.5 GR HYBRID SHERBERT",,"1","2.80","2.800","8.00",,,,,"Tax","THCA PRODUCTS",,"KARINA DROPPED MERCH","24.00",24,"65.00",50,3,"B",0,"general",0,"80165",50,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3290,"1012852985","810128529853","GHOST ENERGY PEACHES",,"1","1.53","1.530","3.99",,,,,"Tax","BEVERAGES ","NOTAX","COSTCO","15.00",15,"61.65",12,2,"B",0,"general",0,"37888",6,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3293,"9999911396","0000","EMPANADA MEAT SINGLE",,"1","1.41","1.430","3.99",,,,,"Tax","FRESH FOOD","NOTAX","EMPANADAS","37.00",37,"64.66",42,7,"A",0,"general",0,"38303",42,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3296,"2840075032","028400750325","FUNYUNYS MINIS ORIGINAL 81.5GR",,"1","1.92","2.000","3.50",,,,,"Tax","PANTRY ITEMS","NOTAX","Walmart Business","4.00",4,"45.14",1,1,"C",0,"general",0,"75375",4,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3297,"2230008640","7622300086404","MILKA CARAMELO 100GR",,"1","1.65","1.600","3.50",,,,,"Tax","SNACKS","NOTAX","EUROSTAR","10.00",10,"52.86",23,3,"B",0,"general",0,"90160",23,,,"12/1 4 TO CALLE 8",,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3298,"6220000049","76224935","MILKA CHOCO WAFERS DISK 30G",,"1","0.98","0.980","2.99",,,,,"Tax","SNACKS","NOTAX","PRINY","8.00",8,"67.22",0,0,"D",0,"general",0,"44767",30,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3299,"6676293903","7466762939034","PIRUCREAM WAFER ROLLS 5.5OZ",,"1","2.99","2.990","5.25",,,,,"Tax","SNACKS","NOTAX","PRINY","0.00",0,"43.05",12,7,"D",0,"general",0,"29414",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3300,"9063276642","8690632766423","NESTLE DAMAK ALA PISTACHIO 30G",,"1","1.89","1.890","3.99",,,,,"Tax","SNACKS","NOTAX","PRINY","5.00",5,"52.63",0,0,"D",0,"general",0,"63553",9,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3301,"9063271212","8690632712123","NESTLE DAMAK ALA CHOCOLATE PISTACHIO 30G",,"1","1.89","1.890","3.99",,,,,"Tax","SNACKS","NOTAX","PRINY","1.00",1,"52.63",9,2,"B",0,"general",0,"09968",9,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3302,"8350807373","8683508073732","COKONAT BAKLAVA 30G",,"1","2.42","2.420","3.99",,,,,"Tax","SNACKS","NOTAX","PRINY","17.00",17,"39.35",1,1,"C",0,"general",0,"59832",23,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3303,"5006162107","850061621078","GRAND DUCHESS ANA ROSETTA MOSCATO ROSE",,"1","9.00","9.000","17.99",,,,,"Tax","WINE","WINE","EARTHVIEW WINE","9.00",9,"49.97",0,0,"D",0,"general",0,"48258",6,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3304,"1820000332","018200003325","MICHELOB ULTRA 12OZ BOTTLE SINGLE","SINGLE","1","1.18","1.180","2.99",,,,,"Tax","BEERS",,"EAGLE BRAND","30.00",30,"60.54",24,5,"B",0,"general",0,"92895",24,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3306,"5003199000","850031990005","GOODLES CHEDDAR MACARONI 6OZ",,"1","2.00","2.000","3.99",,,,,"Tax","PANTRY ITEMS","NOTAX","COSTCO","3.00",3,"49.87",4,2,"B",0,"general",0,"41636",4,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3307,"5003199001","850031990012","GOODLES WHITE CHEDDAR SHELLS 6OZ",,"1","2.00","2.000","3.99",,,,,"Tax","PANTRY ITEMS","NOTAX","COSTCO","3.00",3,"49.87",0,0,"D",0,"general",0,"61791",4,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3308,"0491300092","604913000920","LA COLOMBE DRAFT LATTE CARAMEL 9OZ CAN",,"1","1.58","1.580","3.50",,,,,"Tax","BEVERAGES ","NOTAX","COSTCO","5.00",5,"54.86",1,1,"C",0,"general",0,"42843",4,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3309,"0491300019","604913000197","LA COLOMBE DRAFT LATTE VANILLA 9OZ CAN",,"1","1.58","1.580","3.50",,,,,"Tax","BEVERAGES ","NOTAX","COSTCO","2.00",2,"54.86",8,5,"B",0,"general",0,"72060",4,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3310,"0491300013","604913000135","LA COLOMBE DRAFT LATTE MOCHA 9OZ CAN",,"1","1.58","1.580","3.50",,,,,"Tax","BEVERAGES ","NOTAX","COSTCO","5.00",5,"54.86",4,2,"B",0,"general",0,"10853",4,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3311,"9999995966","0000","N/A",,"1","0.00","0.000","0.00",,,,,"Tax",,,"Walmart Business","1.00",1,"0.00",0,0,"D",0,"general",0,"88307",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3317,"1014247093","810142470933","TORCH PEN 4GR DOUBLE DIAMOND HYBRID HYBRID",,"1","0.00","0.000","45.00",,,,,"Tax","THCA PRODUCTS",,"KARINA DROPPED MERCH","1.00",1,"100.00",0,0,"D",0,"general",0,"80733",3,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3318,"0142485472","8101424854728","TORCH PEN 4GR DOUBLE DIAMOND SATIVA SATIVA",,"1","0.00","0.000","45.00",,,,,"Tax","THCA PRODUCTS",,"KARINA DROPPED MERCH","2.00",2,"100.00",0,0,"D",0,"general",0,"62928",5,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3319,"9823228184","598232281842","BB DISPOSABLE 3GR INDICA DONNY BURGER",,"1","13.00","13.000","40.00",,,,,"Tax","THCA PRODUCTS",,"BLACK BUNKER","0.00",0,"67.50",5,1,"D",0,"general",0,"55854",5,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3320,"9823228182","598232281828","BB DISPOSABLE 3GR SATIVA MIAMI HAZE",,"1","13.00","13.000","40.00",,,,,"Tax","THCA PRODUCTS",,"BLACK BUNKER","0.00",0,"67.50",5,1,"D",0,"general",0,"84567",5,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3321,"5005555026","850055550261","SMASH FOOD BITES SUNFLOWER BUTTER STRAWBERRY 1.8OZ",,"1","0.00","0.000","4.50",,,,,"Tax","SNACKS","NOTAX","REP RALLY","11.00",11,"100.00",0,0,"D",0,"general",0,"04691",8,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3322,"5005555027","850055550278","SMASH FOOD BITES CHOC PEANUT BUTTER RASPBERRY 1.8OZ",,"1","0.00","0.000","4.50",,,,,"Tax","SNACKS","NOTAX","REP RALLY","13.00",13,"100.00",1,1,"C",0,"general",0,"72782",8,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3323,"5005555029","850055550292","SMASH FOOD BITES PEANUT BUTTER CONCORD GRAPE 1.8OZ",,"1","0.00","0.000","4.50",,,,,"Tax","SNACKS","NOTAX","REP RALLY","4.00",4,"100.00",0,0,"D",0,"general",0,"08710",8,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3324,"5005555028","850055550285","SMASH FOOD BITES CASHEW BUTTER BLUEBERRY 1.8OZ",,"1","0.00","0.000","4.50",,,,,"Tax","SNACKS","NOTAX","REP RALLY","4.00",4,"100.00",8,2,"B",0,"general",0,"16945",8,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3325,"2113618059","021136180596","TOPO CHICO MINERAL WATER 15.5 OZ","SINGLE","1","1.63","1.630","3.50",,,,,"Tax","BEVERAGES ","NOTAX","COCA COLA","0.00",0,"53.43",24,16,"D",0,"general",0,"81314",24,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3328,"9999924746","0000","EMPANADA CHICKEN SINGLE",,"1","1.43","1.430","3.99",,,,,"Tax","FRESH FOOD","NOTAX","Gourmet Food Market","21.00",21,"64.16",42,7,"A",0,"general",0,"91899",42,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3329,"9999967553","0000","EMPANADA HAM AND CHEESE SINGLE",,"1","1.15","1.430","3.99",,,,,"Tax","FRESH FOOD","NOTAX","EMPANADAS","46.00",46,"71.18",42,2,"B",0,"general",0,"09760",42,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3331,"7566919732","075669197323","IBERIA PINEAPPLE NECTAR 33.8OZ",,"1","1.06","1.410","3.99",,,,,"Tax","BEVERAGES ","NOTAX","Tropicalize","13.00",13,"73.43",12,2,"B",0,"general",0,"14129",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3332,"7432051289","6974320512892","EXOTIC ICE CREAM GRAPE",,"1","4.50","4.500","7.99",,,,,"Tax","ICE CREAMS",,"EUROSTAR","0.00",0,"43.68",24,3,"B",0,"general",0,"08587",24,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3333,"2800046942","028000469429","NESCAFE CLASICO 3.5OZ",,"1","6.77","6.770","9.99",,,,,"Tax","PANTRY ITEMS","NOTAX","Walmart Business","3.00",3,"32.23",4,1,"B",0,"general",0,"79031",4,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3334,"2800029978","028000299781","NESTLE ABUELITA CHOCOLATE DRINK MIX 11.28OZ",,"1","4.34","4.340","7.99",,,,,"Tax","PANTRY ITEMS","NOTAX","Walmart Business","0.00",0,"45.68",3,2,"B",0,"general",0,"25415",3,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3335,"1204403891, 1204406557","012044065570, 012044065570","OLD SPICE PURE SPORT DEODORANT 3OZ",,"1","2.71","2.710","7.99",,,,,"Tax","PERSONAL CARE ITEMS","NOTAX","Walmart Business","1.00, 3.00",4,"66.08",4,1,"B",0,"general",0,"27336",4,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3336,"4800121338","048001213388","HELLMANS REAL MAYONNAISE 15OZ",,"1","3.58","3.580","6.99",,,,,"Tax","PANTRY ITEMS","NOTAX","Jetro","5.00",5,"48.78",12,2,"B",0,"general",0,"53763",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3337,"9838260290","098382602905","BRIGHTS SHOT GLASS 2OZ  60PK",,"1","4.84","4.840","12.99",,,,,"Tax","HOUSEHOLD ITEMS",,"Jetro","2.00",2,"62.74",0,0,"D",0,"general",0,"97102",3,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3338,"2820000481","02848129","MARLBORO MENTHOL SILVER BOX","4PK","1","9.60","9.600","14.99",,,,,"Tax","CIGARETTES/ CIGARRILOS","CIGARETTES","Nepa 305","10.00",10,"35.96",10,3,"A",0,"general",0,"64475",10,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3339,"6000286795","860002867953","KENETIK ENERGY DRINK PINEAPPLE PASSION FRUIT",,"1","0.00","0.000","3.50",,,,,"Tax","ENERGY DRINKS , SHOTS",,"REP RALLY","22.00",22,"100.00",0,0,"D",0,"general",0,"22755",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3340,"6001028511","860010285114","KENETIK ENERGY DRINK BLACKBERRY LEMONADE",,"1","0.00","0.000","3.50",,,,,"Tax","ENERGY DRINKS , SHOTS",,"KARINA DROPPED MERCH","0.00",0,"100.00",0,0,"D",0,"general",0,"56635",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3341,"6001028512","860010285121","KENETIK ENERGY STRAWBERRY PEACH",,"1","0.00","0.000","3.50",,,,,"Tax","ENERGY DRINKS , SHOTS",,"KARINA DROPPED MERCH","1.00",1,"100.00",1,1,"C",0,"general",0,"05417",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3348,"1003626257","810036262576","BONES COFFEE COMPANY 11 OZ CAN COLD BREW LATTE S'MORES",,"1","2.80","2.800","4.99",,,,,"Tax","BEVERAGES ","NOTAX","REP RALLY","10.00",10,"43.89",12,2,"B",0,"general",0,"69338",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3349,"1003626750","810036267502","BONES COFFEE COMPANY 11 OZ CAN COLD BREW LATTE FRENCH TOAST",,"1","2.80","2.800","4.99",,,,,"Tax","BEVERAGES ","NOTAX","REP RALLY","9.00",9,"43.89",12,2,"B",0,"general",0,"39640",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3350,"1003626677","810036266772","BONES COFFEE COMPANY 11 OZ CAN COLD BREW LATTE HIGH VOLTAGE",,"1","2.80","2.800","4.99",,,,,"Tax","BEVERAGES ","NOTAX","REP RALLY","0.00",0,"43.89",12,3,"D",0,"general",0,"61285",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3351,"1279711052","712797110526","INDIAN RIVER SELECT VALENCIA ORANGE JUICE 52 OZ",,"1","5.92","5.920","9.75",,,,,"Tax","BEVERAGES ","NOTAX","Walmart Business","0.00",0,"39.28",3,3,"D",0,"general",0,"15828",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3352,"3047789085","7630477890854","STARBUCKS BLONDE ESPRESSO ROAST CAPSULES 10 CT",,"1","12.97","12.970","18.99",,,,,"Tax","PANTRY ITEMS","NOTAX","Walmart Business","2.00",2,"31.70",1,1,"B",0,"general",0,"46642",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
3353,"2850492685","0000","VIVA ZEN FASTKAPS 20MG 10CT",,"1","0.00","0.000","21.99",,,,,"Tax","KRATOM",,"from other store","1.00",1,"100.00",0,0,"D",0,"general",0,"74793",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
