ID,Stock Code,UPC Full,Name,Size,Default Qty,Unit Cost,Latest Cost,Unit Price,Modifiers Qty,Modifiers Cost,Modifiers Latest Cost,Modifiers Price,Tax Rule Name,Category Name,Category Group Name,Supplier Name,Qty On Hand,Total Qty On Hand,Margin,Reorder Value,Reorder Point,Item Rank,Auto Update,Type,Vendor Item No,SKU,Unit Per Case,Item Tags,Vendor Name,Notes,Remind Date,Close Out item,Prompt For Qty,Item Type,Additional Fee,Unit Deposit,Do Not Track Inventory,Add To Shortcut Keys,Do Not Show To Webstore,Hide Inventory,Item Shortcut Name,Item Sort No,Do Not Apply Manual Discount,Exclude from Promotions
743,"1734042559","717340425591","CAKE 3.0 SATIVA TANGIE CLUE","MISC","1","32.45","32.450","41.60",,,,,"Tax","THCA RELATED: Flower, Carts & Vapes",,,"1.00",1,"22.00",1,0,"D",0,"general",0,"04129",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
744,"1941078500","719410785000","5 HRS ENERGY EXTRA TROPICAL","MISC","1","4.04","4.040","4.99",,,,,"Tax","MISC",,,"5.00",5,"19.04",3,3,"B",0,"general",0,"719410785000",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
745,"1949900506","719499005068","HIGH HEMP MAUIMANGO","MISC","1","1.22","1.220","1.56",,,,,"Tax","Rolling Paper,Cones, Tips and Wraps",,,"17.00",17,"21.79",0,0,"D",0,"general",0,"53072",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
747,"1949900503","719499005037","HIGH HEMP ORIGINAL","MISC","1","1.22","1.220","1.56",,,,,"Tax","Rolling Paper,Cones, Tips and Wraps",,,"4.00",4,"21.79",0,0,"D",0,"general",0,"50487",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
748,"2005358031","720053580310","SILO GLASS","MISC","1","16.80","16.800","45.00",,,,,"Tax","HAND PIPES",,,"1.00",1,"62.67",1,0,"D",0,"general",0,"37661",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
749,"2005358191","720053581911","ALEAF TORCH RED",,"1","20.27","20.270","25.99",,,,,"Tax","BONGS/ WATER PIPES",,,"0.00",0,"22.01",1,0,"D",0,"general",0,"14025",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
750,"2140557142","721405571420","420 CLEANER",,"1","4.49","4.240","12.99",,,,,"Tax","MISC",,"NEPA 305","4.00",4,"65.43",4,1,"B",0,"general",0,"93162",4,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
753,"1949900533","719499005334","HIGH HEMP PINEAPPLE","MISC","1","1.22","1.220","1.56",,,,,"Tax","Rolling Paper,Cones, Tips and Wraps",,,"6.00",6,"21.79",0,0,"D",0,"general",0,"87541",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
754,"2383000010","723830000100","LAGUNITA IPA SINGLE 12OZ BOTTLE","SINGLE","1","1.44","1.440","2.99",,,,,"Tax","BEER",,"COAST BEVERAGE","23.00",23,"51.84",0,0,"D",0,"general",0,"37847",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
756,"2527273008","725272730089","BEACH CLUB 3MG WATERMELON WAVE",,"1","0.00","14.600","18.00",,,,,"Tax","VAPE JUICES",,,"0.00",0,"100.00",1,0,"D",0,"general",0,"730089",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
757,"2437638853","724376388530","NAKED 35MG PINEAPPLE LEMONLIME","EACH","1","4.00","4.000","12.99",,,,,"Tax","VAPE JUICES",,"KANGER","1.00",1,"69.21",0,0,"D",0,"general",0,"724376388530",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
758,"2518124901","725181249016","SKWINKLES SALSAGHETI 0.85OZ","MISC","1","0.40","1.220","1.50",,,,,"Tax","SNACKS/ FOOD",,"JETRO","7.00",7,"73.33",0,0,"D",0,"general",0,"61230",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
759,"2527273012","725272730126","BEACH CLUB 3MG ORANGE DREAM","MISC","1","0.00","14.600","18.00",,,,,"Tax","VAPE JUICES",,,"1.00",1,"100.00",1,0,"D",0,"general",0,"730126",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
760,"2527273016","725272730164","BEACH CLUB 3MG STRAWBERRY NECTAR","MISC","1","0.00","14.600","18.00",,,,,"Tax","VAPE JUICES",,,"1.00",1,"100.00",1,0,"D",0,"general",0,"730164",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
761,"2527273035","725272730355","BEACH CLUB 30MG STRAWBERRY NECTAR","MISC","1","0.00","12.170","18.00",,,,,"Tax","VAPE JUICES",,,"0.00",0,"100.00",1,0,"D",0,"general",0,"730355",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
763,"2527273020","725272730201","BEACH CLUB 3MG KIWI GUAVA","MISC","1","0.00","14.600","18.00",,,,,"Tax","VAPE JUICES",,,"1.00",1,"100.00",1,0,"D",0,"general",0,"730201",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
764,"2527273033","725272730331","BEACH CLUB 30MG ORANGE DREAM","MISC","1","0.00","14.600","18.00",,,,,"Tax","VAPE JUICES",,,"1.00",1,"100.00",1,0,"D",0,"general",0,"730331",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
765,"2527273073","725272730737","COOKIES GR SATIVA",,"1","2.58","2.580","10.00",,,,,"Tax","THCA RELATED: Flower, Carts & Vapes",,"FLOWER BAGGED","24.00",24,"74.20",304,302,"A",0,"general",0,"725272730737",38,,,,,0,0,"Inventory Item",,,0,1,0,0,"COOKIES GR SATI",,0,0
766,"2527273037","725272730379","BEACH CLUB 30MG KIWI GUAVA","MISC","1","0.00","12.170","18.00",,,,,"Tax","VAPE JUICES",,,"0.00",0,"100.00",1,0,"D",0,"general",0,"730379",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
771,"3434552304","734345523046","FUCK BLEND 2500MG JAR GRAPE","MISC","1","10.00","10.000","25.99",,,,,"Tax","EDIBLES",,,"2.00",2,"61.52",1,0,"D",0,"general",0,"734345523046",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
773,"3444265442","734442654421","TRIPPY GUMMIES WATERMELON","MISC","1","6.48","6.480","8.31",,,,,"Tax","EDIBLES",,,"0.00",0,"22.02",1,0,"D",0,"general",0,"09285",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
774,"3444265443","734442654438","TRIPPY GUMMIES GRAPE","MISC","1","6.48","6.480","7.99",,,,,"Tax","EDIBLES",,,"1.00",1,"18.90",0,0,"D",0,"general",0,"47884",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
775,"3594052948","735940529488","SWEET LYFE PREROLL - SILVER HAZE - SATIVA","MISC","1","4.06","4.060","5.20",,,,,"Tax","THCA RELATED: Flower, Carts & Vapes",,,"36.00",36,"21.92",1,0,"D",0,"general",0,"529488",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
776,"3434552305","734345523053","FUCK BLEND 2500MG WATERMELON","MISC","1","20.27","20.270","25.99",,,,,"Tax","EDIBLES",,,"0.00",0,"22.01",1,0,"D",0,"general",0,"734345523053",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
777,"3444265441","734442654414","TRIPPY GUMMIES PINEAPPLE",,"1","6.48","6.480","8.31",,,,,"Tax","EDIBLES",,,"6.00",6,"22.02",0,0,"D",0,"general",0,"60222",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
779,"3594053083","735940530835","SWEET LYFE BABY JOINTS - FIRE OG - HYBRID","MISC","1","4.87","4.870","6.24",,,,,"Tax","THCA RELATED: Flower, Carts & Vapes",,,"34.00",34,"21.96",1,0,"D",0,"general",0,"530835",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
780,"3594053078","735940530781","SWEET LYFE BABY JOINTS - GELATO#33 - HYBRID","MISC","1","4.87","4.870","6.24",,,,,"Tax","THCA RELATED: Flower, Carts & Vapes",,,"45.00",45,"21.96",1,0,"D",0,"general",0,"530781",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
785,"3594053141","735940531412","SWEET LYFE PREROLL - ORANGE SODA - HYBRID","MISC","1","4.06","4.060","5.20",,,,,"Tax","THCA RELATED: Flower, Carts & Vapes",,,"18.00",18,"21.92",1,0,"D",0,"general",0,"531412",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
786,"3594053143","735940531436","SWEET LYFE PREROLL - GRAPE APE - INDICA","MISC","1","4.06","4.060","5.20",,,,,"Tax","THCA RELATED: Flower, Carts & Vapes",,,"38.00",38,"21.92",1,0,"D",0,"general",0,"531436",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
787,"3594053111","735940531115","SWEET LYFE BABY JOINTS - HORCHATA - HYBRID","MISC","1","4.87","4.870","6.24",,,,,"Tax","THCA RELATED: Flower, Carts & Vapes",,,"5.00",5,"21.96",1,0,"D",0,"general",0,"531115",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
788,"3748802889","737488028898","CLICKIT PENIS TORCH",,"1","9.73","9.730","12.48",,,,,"Tax","LIGHTERS / TORCH",,,"4.00",4,"22.04",0,0,"D",0,"general",0,"85251",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
789,"3748802912","737488029123","CLICKIT BIKINI TORCH",,"1","4.00","4.000","12.00",,,,,"Tax","LIGHTERS / TORCH",,,"6.00",6,"66.67",0,0,"D",0,"general",0,"737488029123",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
790,"3594053521","735940535212","BLISSFUL PRE ROLL SATIVA CANDYLAND","MISC","1","10.54","10.540","13.51",,,,,"Tax","THCA RELATED: Flower, Carts & Vapes",,,"3.00",3,"21.98",1,0,"D",0,"general",0,"07706",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
792,"3748802911","737488028539","CLICKIT FLIP SINGLE TORCH","SINGLE","1","2.15","2.150","12.99",,,,,"Tax","LIGHTERS / TORCH",,,"15.00",15,"83.45",0,0,"D",0,"general",0,"80379",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
793,"3748802897","737488028973","CLICKIT WITH LED TORCH",,"1","4.25","4.250","12.99",,,,,"Tax","LIGHTERS / TORCH",,,"2.00",2,"67.28",2,2,"B",0,"general",0,"737488028973",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
794,"3748802994","737488029949","CLICKIT LIPSTICK LIGHTER",,"1","3.75","3.750","12.90",,,,,"Tax","LIGHTERS / TORCH",,,"2.00",2,"70.93",1,1,"B",0,"general",0,"737488029949",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
796,"3748802937","737488029376","FIRE EXTINGUISHER LIGHTER","MISC","1","8.10","8.100","10.39",,,,,"Tax","LIGHTERS / TORCH",,,"0.00",0,"22.04",1,0,"D",0,"general",0,"84500",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
797,"3748802955","737488029550","GOLD BAR TORCHES","MISC","1","0.00","0.000","10.39",,,,,"Tax","LIGHTERS / TORCH",,"SMOKE NATION","0.00",0,"100.00",0,0,"D",0,"general",0,"49537",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
799,"3765530680","737655306804","PRINGLES SAFE CAN","MISC","1","20.28","20.280","26.00",,,,,"Tax","MISC",,,"1.00",1,"22.00",1,0,"D",0,"general",0,"44747",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
800,"3765530677","737655306774","MONSTER SAFE CAN","MISC","1","16.22","16.220","20.80",,,,,"Tax","MISC",,,"0.00",0,"22.02",1,0,"D",0,"general",0,"06071",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
801,"3765530678","737655306781","REDBULL SAFE CAN","MISC","1","16.22","16.220","19.99",,,,,"Tax","MISC",,,"1.00",1,"18.86",0,0,"D",0,"general",0,"30051",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
802,"4296101227","742961012271","QCARB DETOX GRAPE","MISC","1","13.25","13.250","30.00",,,,,"Tax","DETOX/ PEE",,"NEPA 305","1.00",1,"55.83",1,1,"B",0,"general",0,"742961012271",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
803,"3980243847","739802438478","LOTOCANN CBD DROPS FOR DOGS","MISC","1","28.39","28.390","36.40",,,,,"Tax","CBD",,,"3.00",3,"22.01",0,0,"D",0,"general",0,"27432",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
804,"4297884623","742978846234","LOOSE LEAF STRAWBERRY DREAM","MISC","1","5.00","9.730","11.99",,,,,"Tax","TOBACCO PRODUCTS",,,"0.00",0,"58.30",1,0,"D",0,"general",0,"00143",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
806,"4288088389","742880883891","BONER BEAR GUMMIES",,"1","4.00","4.000","12.99",,,,,"Tax","EDIBLES",,"KARINA DROPPED MERCH","4.00",4,"69.21",5,5,"A",0,"general",0,"50114",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
807,"4296101223","742961012233","QCARB DETOX STRAW MANGO","MISC","1","13.25","13.250","30.00",,,,,"Tax","DETOX/ PEE",,"NEPA 305","0.00",0,"55.83",0,0,"D",0,"general",0,"742961012172",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
809,"4464436601","744644366015","SMAKD GUMMIES 5000MG 20PK WATERMELON SPLASH","MISC","1","23.52","23.520","26.99",,,,,"Tax","EDIBLES",,"NEPA 305","0.00",0,"12.86",0,0,"B",0,"general",0,"19556",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
811,"4464436606","744644366060","SMAKD GUMMIES 5000MG FRUIT PUNCH 20PK",,"1","12.50","12.500","26.99",,,,,"Tax","EDIBLES",,"KARINA DROPPED MERCH","0.00",0,"53.69",1,1,"B",0,"general",0,"53185",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
812,"4987614730","749876147302","XHALE CARTS HYBRID ZOAP","MISC","1","7.00","7.000","25.00",,,,,"Tax","THCA RELATED: Flower, Carts & Vapes",,,"1.00",1,"72.00",0,0,"D",0,"general",0,"95626",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
813,"4825216159","748252161598","FIRE LEAF GRABBA SMALL ORIGINAL",,"1","0.82","0.820","2.50",,,,,"Tax","TOBACCO PRODUCTS",,"NEPA 305","22.00",22,"67.20",25,14,"B",0,"general",0,"09301",25,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
814,"4464436605","744644366053","SMAKD GUMMIES 5000MG 20PK BAG MANGO PEACH","MISC","1","8.33","8.330","26.99",,,,,"Tax","EDIBLES",,"BLACK BUNKER","1.00",1,"69.14",0,0,"D",0,"general",0,"31117",6,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
816,"4987614728","749876147289","XHALE CARTS INDICA PLATINUM OG","MISC","1","7.00","7.000","25.00",,,,,"Tax","THCA RELATED: Flower, Carts & Vapes",,,"1.00",1,"72.00",0,0,"D",0,"general",0,"13827",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
817,"4987614731","749876147319","XHALE CARTS SATIVA CANDY GAS","MISC","1","7.00","7.000","25.00",,,,,"Tax","THCA RELATED: Flower, Carts & Vapes",,,"0.00",0,"72.00",1,0,"D",0,"general",0,"49601",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
818,"5283083278","752830832787","CANDY KING 35MG STRAWBERRY WATERMELON BUBBLEGUM","MISC","1","14.60","14.600","18.72",,,,,"Tax","VAPE JUICES",,"KANGER","2.00",2,"22.01",1,0,"D",0,"general",0,"03330",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
819,"5283090063","752830900639","NEZKA DRINK","MISC","1","1.62","1.620","2.08",,,,,"Tax","BEVERAGES",,,"2.00",2,"22.12",1,0,"D",0,"general",0,"41792",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
820,"5332177815","753321778157","LE ORANGE LOTUS COCONUT CHARCOAL 1KG","MISC","1","16.22","16.220","20.79",,,,,"Tax","HOOKAH RELATED",,,"0.00",0,"21.98",1,0,"D",0,"general",0,"753321778157",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
821,"5012278667","750122786671","DARK CRUSH GRABBA BOTTLE","MISC","1","2.26","2.260","6.00",,,,,"Tax","TOBACCO PRODUCTS",,"NEPA 305","20.00",20,"62.33",24,4,"B",0,"general",0,"24285",24,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
823,"5735067420","757350674206","DUCCY FRONTO FLAKES","MISC","1","3.24","3.240","4.16",,,,,"Tax","TOBACCO PRODUCTS",,,"1.00",1,"22.12",1,0,"D",0,"general",0,"03430",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
825,"5332177816","753321778164","LE ORANGE COCONUT CHARCOAL 72PCS 25MM CUBES 1KG","2PK","1","7.00","16.220","19.99",,,,,"Tax","HOOKAH RELATED",,"SMOKE NATION","4.00",4,"64.98",0,0,"D",0,"general",0,"753321778164",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
828,"6316411835","763164118355","FIRE LEAF SMALL BLACK SPECIAL EDITION",,"1","2.43","2.430","3.12",,,,,"Tax","TOBACCO PRODUCTS",,,"24.00",24,"22.12",0,0,"D",0,"general",0,"12874",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
831,"5999292328","759992923285","CRUMBS SN 25MG-FLAKEY FRENCG","MISC","1","12.17","12.170","15.60",,,,,"Tax","VAPE JUICES",,,"0.00",0,"21.99",1,0,"D",0,"general",0,"15981",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
832,"6461368588","764613685886","TREE O FIVE GREEN PAPER 11/4 WITH TIP","MISC","1","2.43","2.430","3.12",,,,,"Tax","Rolling Paper,Cones, Tips and Wraps",,,"17.00",17,"22.12",0,0,"D",0,"general",0,"58093",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
833,"6461368586","764613685862","TREE O FIVE BAMBOO PAPER KING W TIP","MISC","1","2.43","2.430","3.12",,,,,"Tax","Rolling Paper,Cones, Tips and Wraps",,,"19.00",19,"22.12",1,0,"D",0,"general",0,"22691",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
834,"6461368590","764613685909","TREE O FIVE BAMBOO PAPER 11/4 WITH TIP","MISC","1","2.43","2.430","3.12",,,,,"Tax","Rolling Paper,Cones, Tips and Wraps",,,"20.00",20,"22.12",1,0,"D",0,"general",0,"91000",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
835,"6506618863","765066188634","CLOUD NURDZ SN- 25MG STRAWBERRY GRAPE","MISC","1","12.98","12.980","16.64",,,,,"Tax","VAPE JUICES",,,"1.00",1,"22.00",1,0,"D",0,"general",0,"04067",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
836,"6506618867","765066188672","CLOUD NURDZ SN- 25MG MELON KIWI","MISC","1","12.98","12.980","16.64",,,,,"Tax","VAPE JUICES",,,"1.00",1,"22.00",1,0,"D",0,"general",0,"44253",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
838,"6506667139","765066671396","CLOUD NURDZ 3MG BLUE RASPBERRY PEACH ICED","MISC","1","14.60","14.600","18.72",,,,,"Tax","VAPE JUICES",,,"1.00",1,"22.01",1,0,"D",0,"general",0,"34817",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
839,"6506667148","765066671488","CLOUD NURDZ 3MG MELON KIWI ICE","MISC","1","14.60","14.600","18.72",,,,,"Tax","VAPE JUICES",,,"2.00",2,"22.01",1,0,"D",0,"general",0,"765066671488",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
840,"6506667145","765066671457","CLOUD NURDZ 3MG WATERMELON APPLE ICE","MISC","1","14.60","14.600","18.72",,,,,"Tax","VAPE JUICES",,,"1.00",1,"22.01",1,0,"D",0,"general",0,"765066671457",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
842,"6506667146","765066671464","CLOUD NURDZ 6MG APPLE WATERMELON ICED","MISC","1","14.60","14.600","18.72",,,,,"Tax","VAPE JUICES",,,"1.00",1,"22.01",1,0,"D",0,"general",0,"52293",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
843,"6506667154","765066671549","CLOUD NURDZ 3MG BLUE RASPBERRY PEACH","MISC","1","14.60","14.600","18.72",,,,,"Tax","VAPE JUICES",,,"2.00",2,"22.01",1,0,"D",0,"general",0,"765066671549",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
845,"6506667160","765066671600","CLOUD NURDZ 3MG APPLE GRAPE","MISC","1","14.60","14.600","18.72",,,,,"Tax","VAPE JUICES",,,"1.00",1,"22.01",0,0,"D",0,"general",0,"56103",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
846,"6506667157","765066671570","CLOUD NURDZ 3MG MELON KIWI","MISC","1","14.60","14.600","18.72",,,,,"Tax","VAPE JUICES",,,"2.00",2,"22.01",1,0,"D",0,"general",0,"89227",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
848,"6506667163","765066671631","CLOUD NURDZ 3MG STRAWBERRY GRAPE","MISC","1","6.50","6.500","18.72",,,,,"Tax","VAPE JUICES",,,"1.00",1,"65.28",0,0,"D",0,"general",0,"765066671631",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
849,"6506667166","765066671662","CLOUD NURDZ 3MG APPLE WATERMELON","MISC","1","14.60","14.600","18.72",,,,,"Tax","VAPE JUICES",,,"1.00",1,"22.01",0,0,"D",0,"general",0,"00623",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
853,"6506667169","765066671693","CLOUD NURDZ 3MG STRAW BERRY LEMON","MISC","1","6.50","6.500","18.72",,,,,"Tax","VAPE JUICES",,,"1.00",1,"65.28",1,0,"D",0,"general",0,"765066671693",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
861,"6534787527","765347875277","NG_DOUBLE APPLE","MISC","1","14.60","14.600","18.72",,,,,"Tax","NICOTINE VAPES",,,"2.00",2,"22.01",1,0,"D",0,"general",0,"36956",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
862,"6534787530","765347875307","NG_MANGO COCONUT","MISC","1","14.60","14.600","18.72",,,,,"Tax","NICOTINE VAPES",,,"1.00",1,"22.01",1,0,"D",0,"general",0,"17020",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
863,"6534787521","765347875215","NG_STRAWBERRY BANANA","MISC","1","14.60","14.600","18.72",,,,,"Tax","NICOTINE VAPES",,,"2.00",2,"22.01",1,0,"D",0,"general",0,"23064",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
864,"6534787522","765347875222","NG_STRAWBERRY WATERMELON","MISC","1","14.60","14.600","18.72",,,,,"Tax","NICOTINE VAPES",,,"3.00",3,"22.01",1,0,"D",0,"general",0,"99407",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
865,"6534787534","765347875345","NG_ICED PINK LEMONADE","MISC","1","14.60","14.600","18.72",,,,,"Tax","NICOTINE VAPES",,,"3.00",3,"22.01",1,0,"D",0,"general",0,"62666",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
867,"6957769862","769577698620","STEEL SILICONE BOWL BLACK","MISC","1","9.73","9.730","12.48",,,,,"Tax","HAND PIPES",,,"0.00",0,"22.04",1,0,"D",0,"general",0,"72127",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
869,"6957769859","769577698590","STEEL SILICONE BOWL GREEN","MISC","1","9.73","9.730","12.48",,,,,"Tax","HAND PIPES",,,"1.00",1,"22.04",1,0,"D",0,"general",0,"73663",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
870,"6957769874","769577698743","HOT PLATE ELECTRIC BURNER","MISC","1","9.00","9.000","25.87",,,,,"Tax","HOOKAH RELATED",,,"1.00",1,"65.21",1,0,"D",0,"general",0,"769577698743",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
871,"6957792135","769577921353","LOOSE LEAF COOKIES CREAM 2PACK","2PK","1","1.50","1.500","4.00",,,,,"Tax","TOBACCO PRODUCTS",,"NEPA 305","20.00",20,"62.50",2,0,"D",0,"general",0,"55178",20,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
872,"6957769959","769577699597","LARGE ALUMINUM FOIL","MISC","1","6.48","6.480","8.31",,,,,"Tax","HOOKAH RELATED",,,"0.00",0,"22.02",1,0,"D",0,"general",0,"70785",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
873,"8004289207","780042892077","SAD BOY 6MG BLUEBERRY COOKIE","MISC","1","14.59","14.590","17.00",,,,,"Tax","VAPE JUICES",,,"1.00",1,"14.18",1,0,"D",0,"general",0,"08459",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
874,"8004289256","780042892565","SAD BOY 3MG BUTTER COOKIE","MISC","1","7.00","7.000","17.00",,,,,"Tax","VAPE JUICES",,"KANGER","1.00",1,"58.82",0,0,"D",0,"general",0,"97297",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
875,"8004289257","780042892572","SAD BOY 6MG BUTTER COOKIE","MISC","1","14.59","14.590","17.00",,,,,"Tax","VAPE JUICES",,,"1.00",1,"14.18",0,0,"D",0,"general",0,"99473",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
877,"8004289272","780042892725","SAD BOY 6MG BLUEBERRY JAM","MISC","1","14.59","14.590","17.00",,,,,"Tax","VAPE JUICES",,,"1.00",1,"14.18",1,0,"D",0,"general",0,"24586",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
878,"8004289306","780042893067","SAD BOY 48MG KEYLIME G","MISC","1","6.00","13.780","16.00",,,,,"Tax","VAPE JUICES",,,"0.00",0,"62.50",1,0,"D",0,"general",0,"60855",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
879,"8200332575","782003325754","FUME POUCHES 6MG PEPPERMINT","MISC","1","3.09","3.090","6.99",,,,,"Tax","TOBACCO PRODUCTS",,,"3.00",3,"55.79",0,0,"D",0,"general",0,"782003325754",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
880,"8004289300","780042893005","SAD BOY 48MG BUTTER COOKIE","MISC","1","6.99","6.990","16.00",,,,,"Tax","VAPE JUICES",,"KANGER","4.00",4,"56.31",0,0,"D",0,"general",0,"32982",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
881,"8200332580","782003325808","FUME POUCHES 6MG CITRUS","MISC","1","6.28","6.280","6.99",,,,,"Tax","TOBACCO PRODUCTS",,,"0.00",0,"10.16",1,0,"D",0,"general",0,"782003325808",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
886,"8478568852","784785688522","FLOAT WATERMELON","MISC","1","29.20","29.200","37.43",,,,,"Tax","EDIBLES",,,"1.00",1,"21.99",1,0,"D",0,"general",0,"57376",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
888,"8286015475","782860154757","NAKED SALT 35MG-HAWAIIAN POG","EACH","1","12.17","12.170","15.60",,,,,"Tax","VAPE JUICES",,"KANGER","1.00",1,"21.99",1,0,"D",0,"general",0,"81247",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
