ID,Stock Code,UPC Full,Name,Size,Default Qty,Unit Cost,Latest Cost,Unit Price,Modifiers Qty,Modifiers Cost,Modifiers Latest Cost,Modifiers Price,Tax Rule Name,Category Name,Category Group Name,Supplier Name,Qty On Hand,Total Qty On Hand,Margin,Reorder Value,Reorder Point,Item Rank,Auto Update,Type,Vendor Item No,SKU,Unit Per Case,Item Tags,Vendor Name,Notes,Remind Date,Close Out item,Prompt For Qty,Item Type,Additional Fee,Unit Deposit,Do Not Track Inventory,Add To Shortcut Keys,Do Not Show To Webstore,Hide Inventory,Item Shortcut Name,Item Sort No,Do Not Apply Manual Discount,Exclude from Promotions
20,"7908300005","07908354","JOB PAPER 1.25",,"1","1.15","2.430","3.00",,,,,"Tax","Rolling Paper,Cones, Tips and Wraps",,,"1.00",1,"61.67",0,0,"D",0,"general",0,"09613",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
21,"8066000003","08066349","MODELO NEGRA SINGLE 12OZ BOTTLE",,"1","1.40","1.400","2.99",,,,,"Tax","BEER",,"COAST BEVERAGE","0.00",0,"53.18",2,2,"B",0,"general",0,"8066349",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
22,"8374100008","08374189","GROLSCH REG SINGLE","SINGLE","1","0.90","2.030","2.60",,,,,"Tax","BEER",,,"3.00",3,"65.38",1,1,"C",0,"general",0,"51966",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
23,"0320000110","20311025","CAMO WRAPS STRAWBERRY",,"1","1.00","2.030","2.50",,,,,"Tax","Rolling Paper,Cones, Tips and Wraps",,,"5.00",5,"60.00",0,0,"D",0,"general",0,"92866",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
24,"0960700006","50960767","HALLS FOREST FRUIT PURPLE","MISC","1","0.98","0.980","2.00",,,,,"Tax","SNACKS/ FOOD",,,"4.00",4,"51.00",1,1,"C",0,"general",0,"50960767",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
25,"8640000022","08642232","OCB PAPER 1/4 ORGANIC HEMP",,"1","1.17","2.430","3.00",,,,,"Tax","Rolling Paper,Cones, Tips and Wraps",,,"13.00",13,"61.00",1,1,"C",0,"general",0,"79420",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
26,"8640000066","08646636","OCB PAPER 1/4 BLACK PREMIUM",,"1","1.17","2.430","3.00",,,,,"Tax","Rolling Paper,Cones, Tips and Wraps",,,"15.00",15,"61.00",0,0,"D",0,"general",0,"15101",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
28,"8640000068","08646830","OCB PAPER SOPHISTIQUE 1/4",,"1","1.42","1.270","4.00",,,,,"Tax","Rolling Paper,Cones, Tips and Wraps",,"NEPA 305","14.00",14,"64.50",0,0,"D",0,"general",0,"78869",24,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
30,"0985000009","50985098","HALLS BLACK","MISC","1","1.61","1.610","2.00",,,,,"Tax","SNACKS/ FOOD",,"JETRO","10.00",10,"19.50",2,2,"C",0,"general",0,"87549",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
32,"0985000008","50985081","HALLS COOLWAVE BLUE","MISC","1","0.90","1.610","2.00",,,,,"Tax","SNACKS/ FOOD",,"JETRO","4.00",4,"55.00",1,1,"C",0,"general",0,"39418",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
36,"790870043","790870043","SKIPPY WAFER BAR",,"1","0.90","1.620","2.00",,,,,"Tax","SNACKS/ FOOD",,,"2.00",2,"55.00",1,0,"D",0,"general",0,"88635",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
37,"8660007766","8660007766","ZIG ZAG CONES KING",,"1","1.80","3.240","3.99",,,,,"Tax","Rolling Paper,Cones, Tips and Wraps",,,"24.00",24,"54.89",1,0,"D",0,"general",0,"26657",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
40,"0866000769","008660007698","ZIG ZAG CONES 1/4",,"1","1.15","3.240","4.00",,,,,"Tax","Rolling Paper,Cones, Tips and Wraps",,,"7.00",7,"71.25",0,0,"D",0,"general",0,"35009",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
41,"0980000102","009800001026","TIC TAC FRESHMINT 1.7OZ","MISC","1","1.66","1.620","3.25",,,,,"Tax","SNACKS/ FOOD",,"JETRO","10.00",10,"48.92",0,0,"D",0,"general",0,"26226",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
42,"0980000103","009800001033","TIC TAC ORANGE 1.7OZ",,"1","1.66","1.620","3.25",,,,,"Tax","SNACKS/ FOOD",,"JETRO","8.00",8,"48.92",0,0,"D",0,"general",0,"77014",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
43,"0980080005","009800800056","NUTELLA GO BREADSTICKS","MISC","1","1.45","1.450","3.00",,,,,"Tax","SNACKS/ FOOD",,,"9.00",9,"51.67",0,0,"D",0,"general",0,"29164",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
46,"1166111001","11661110014","QUARTZ CAP 1","MISC","1","24.33","24.330","29.99",,,,,"Tax","Rolling Paper,Cones, Tips and Wraps",,,"2.00",2,"18.87",1,0,"D",0,"general",0,"26833",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
47,"1166111004","11661110045","QUARTZ CAP 2","MISC","1","24.33","24.330","29.99",,,,,"Tax","PARTS",,,"2.00",2,"18.87",1,0,"D",0,"general",0,"46234",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
49,"1204080116","012040801165","SOLARLITE LIGHTER",,"1","0.56","0.120","1.00",,,,,"Tax","LIGHTERS / TORCH",,"KANGER","10.00",10,"44.00",0,0,"D",0,"general",0,"68599",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
54,"1243699649","12436996499","CLOUD NURDZ 3MG WATERMELON BERRY","MISC","1","14.60","14.600","18.72",,,,,"Tax","VAPE JUICES",,,"1.00",1,"22.01",1,0,"D",0,"general",0,"12436996499",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
55,"1243699652","12436996529","CLOUD NURDZ 3MG WATERMELON BERRY ICE","MISC","1","14.60","14.600","18.72",,,,,"Tax","VAPE JUICES",,,"1.00",1,"22.01",1,0,"D",0,"general",0,"89280",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
60,"1396434311","13964343113","HIGH VOLTAGE DETOX TROPICAL","MISC","1","6.50","14.590","18.00",,,,,"Tax","DETOX/ PEE",,,"0.00",0,"63.89",1,0,"D",0,"general",0,"27433",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
62,"1396434318","013964343182","HIGH VOLTAGE DETOX WATERMELON","MISC","1","6.50","15.000","18.00",,,,,"Tax","DETOX/ PEE",,"KARINA DROPPED MERCH","0.00",0,"63.89",1,0,"D",0,"general",0,"76014",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
65,"1600201119","016002011197","BUNNY BANGERS","MISC","1","28.39","28.390","35.00",,,,,"Tax","PARTS",,,"0.00",0,"18.89",1,0,"D",0,"general",0,"77804",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
66,"1411391185","14113911856","PISTACHIO BAGS",,"1","0.90","1.610","2.00",,,,,"Tax","SNACKS/ FOOD",,,"6.00",6,"55.00",1,0,"D",0,"general",0,"00644",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
67,"1682730808","16827308083","HOOKAH GUN STATION",,"1","40.00","40.150","95.00",,,,,"Tax","HOOKAH RELATED",,,"1.00",1,"57.89",1,0,"D",0,"general",0,"16826201729",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
70,"1777807168","17778071682","STONER MUG",,"1","7.00","12.170","15.00",,,,,"Tax","ACCESSORIES",,,"3.00",3,"53.33",1,0,"D",0,"general",0,"17778071682",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
71,"1682457744","16824577444","AGNI NEW NIXO BLUE HOOKAH","EACH","1","40.00","40.000","98.32",,,,,"Tax","HOOKAH RELATED",,"AGNI HOOKAH","1.00",1,"59.32",1,0,"D",0,"general",0,"16826002326",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
72,"1777523368","17775233687","SHOE KEYCHAIN",,"1","4.00","8.920","9.99",,,,,"Tax","ACCESSORIES",,,"5.00",5,"59.96",0,0,"D",0,"general",0,"17775233687",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
74,"1777827162","17778271624","TORNADOS SNIFFERS",,"1","0.00","23.390","29.99",,,,,"Tax","MISC",,,"14.00",14,"100.00",1,0,"D",0,"general",0,"17778271624",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
79,"1820026065","18200260650","BUD LIGHT SELTZER STRAWBERRY 12OZ","MISC","1","1.62","1.620","2.00",,,,,"Tax","BEER",,,"1.00",1,"19.00",1,0,"D",0,"general",0,"85563",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
81,"1820026121","018200261213","STELLA ARTOIS SINGLE CAN 12OZ",,"1","1.46","1.460","3.09",,,,,"Tax","BEER",,,"4.00",4,"52.75",0,0,"D",0,"general",0,"18200261213",24,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
83,"1820026123","018200261237","STELLA ARTOIS SINGLE CAN 16OZ",,"1","1.68","1.680","3.62",,,,,"Tax","BEER",,,"5.00",5,"53.59",0,0,"D",0,"general",0,"18200261237",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
84,"1820026292","018200262920","BUDLIGHT NEXT SELTZER","MISC","1","1.62","1.620","2.00",,,,,"Tax","BEER",,,"19.00",19,"19.00",1,1,"C",0,"general",0,"72255",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
86,"1820026301","18200263019","BUD LIGHT SELTZER CLASSIC COLA","MISC","1","1.62","1.620","2.08",,,,,"Tax","BEER",,,"0.00",0,"22.12",1,0,"D",0,"general",0,"67261",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
89,"1850514427, 8163500430","081635004304, 081635004304","CIGAR CUTTER",,"1","1.96","1.000","3.99",,,,,"Tax","ACCESSORIES",,"KARINA DROPPED MERCH","1.00, 3.00",4,"50.88",0,0,"D",0,"general",0,"06870",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
90,"1850513693","018505136933","BLINK MINI TORCH FROSTED",,"1","0.12","0.120","6.99",,,,,"Tax","LIGHTERS / TORCH",,"KARINA DROPPED MERCH","0.00",0,"98.28",20,4,"D",0,"general",0,"73005",20,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
91,"1961144396","19611443960","550HP HAND PIPE",,"1","14.60","14.600","18.72",,,,,"Tax","HAND PIPES",,,"1.00",1,"22.01",1,0,"D",0,"general",0,"19611443960",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
95,"1961161227","019611612274","BEND OB",,"1","1.10","1.110","5.00",,,,,"Tax","HAND PIPES",,"NEPA 305","17.00",17,"78.00",36,4,"B",0,"general",0,"19611612274",36,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
96,"1961415606","019614156065","SKULL DOUBLE OIL BURNER",,"1","4.00","8.570","10.99",,,,,"Tax","HAND PIPES",,,"7.00",7,"63.60",0,0,"D",0,"general",0,"19614156065",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
97,"1961449867","019614498677","ROSES PIPE",,"1","0.14","0.140","3.00",,,,,"Tax","HAND PIPES",,"SMOKE NATION","14.00",14,"95.33",72,38,"A",0,"general",0,"19614498677",36,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
99,"1961727797","19617277972","452HP HAND PIPE",,"1","14.60","14.600","18.00",,,,,"Tax","HAND PIPES",,,"1.00",1,"18.89",1,0,"D",0,"general",0,"19617277972",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
100,"1961759270","19617592709","350HP HAND PIPE",,"1","4.00","8.110","10.00",,,,,"Tax","HAND PIPES",,,"1.00",1,"60.00",1,0,"D",0,"general",0,"19617592709",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
101,"1961769895","019617698951","OIL BURNER HAND PIPE",,"1","0.38","0.390","3.00",,,,,"Tax","HAND PIPES",,"SMOKE NATION","109.00",109,"87.33",90,38,"A",0,"general",0,"19617698951",90,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
102,"1961967434","19619674342","TOBACCO CERAMIC ONE HITTER",,"1","1.62","1.620","2.00",,,,,"Tax","HAND PIPES",,,"2.00",2,"19.00",0,0,"D",0,"general",0,"19619674342",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
107,"2189383871","21893838716","NAKED 3MG- MANGO CREAM","EACH","1","14.60","14.600","18.72",,,,,"Tax","VAPE JUICES",,"KANGER","1.00",1,"22.01",1,0,"D",0,"general",0,"99316",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
108,"2189383850","21893838501","NAKED 3MG- BANANA","EACH","1","14.60","14.600","18.72",,,,,"Tax","VAPE JUICES",,"KANGER","1.00",1,"22.01",1,0,"D",0,"general",0,"06621",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
109,"2189383972","021893839720","NAKED SALT 50MG-MANGO","EACH","1","12.17","12.170","15.60",,,,,"Tax","VAPE JUICES",,"KANGER","1.00",1,"21.99",0,0,"D",0,"general",0,"22453",120,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
111,"2189384014","021893840146","NAKED SALT 35MG-MINT","EACH","1","12.17","12.170","15.60",,,,,"Tax","VAPE JUICES",,"KANGER","0.00",0,"21.99",0,0,"D",0,"general",0,"81425",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
112,"2189383971","21893839713","NAKED SALT 35MG-MANGO","EACH","1","6.50","6.500","15.60",,,,,"Tax","VAPE JUICES",,"KANGER","2.00",2,"58.33",1,0,"D",0,"general",0,"54360",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
113,"2189383904","021893839041","NAKED 3MG- STRAWBERRY FUSION","EACH","1","14.60","14.600","18.72",,,,,"Tax","VAPE JUICES",,"KANGER","0.00",0,"22.01",1,0,"B",0,"general",0,"86700",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
114,"2189384018","21893840184","NAKED SALT 35MG-STRAWBERRY POM","EACH","1","12.17","12.170","15.60",,,,,"Tax","VAPE JUICES",,"KANGER","1.00",1,"21.99",1,0,"D",0,"general",0,"68824",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
115,"2189384022","21893840221","NAKED SALT 35MG-AMERICAN P","EACH","1","6.50","6.500","15.60",,,,,"Tax","VAPE JUICES",,"KANGER","2.00",2,"58.33",1,0,"D",0,"general",0,"89847",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
116,"2189384026","021893840269","NAKED SALT 35MG CUBAN BLEND","EACH","1","12.17","12.170","15.60",,,,,"Tax","VAPE JUICES",,"KANGER","2.00",2,"21.99",0,0,"D",0,"general",0,"03370",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
117,"2260064203","022600642039","TROJAN CONDOM MAGNUN","MISC","1","1.55","1.560","4.99",,,,,"Tax","ADULT ITEMS",,"NEPA 305","0.00",0,"68.94",6,3,"B",0,"general",0,"22600642039",6,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
119,"2189384031","21893840313","NAKED SALT 35MG-EUROGOLD","EACH","1","12.17","12.170","15.60",,,,,"Tax","VAPE JUICES",,"KANGER","2.00",2,"21.99",1,0,"D",0,"general",0,"94071",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
120,"2200028858","22000288585","SKITTLES BOX",,"1","0.90","2.030","2.50",,,,,"Tax","SNACKS/ FOOD",,,"1.00",1,"64.00",1,0,"D",0,"general",0,"54700",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
121,"2209955285","022099552857","FUMARI FRENCH VANILLA",,"1","4.00","8.110","10.00",,,,,"Tax","MISC",,,"2.00",2,"60.00",0,0,"D",0,"general",0,"34892",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
123,"2410012660","24100126606","CHEEZE IT",,"1","0.30","0.810","1.00",,,,,"Tax","SNACKS/ FOOD",,,"22.00",22,"70.00",1,0,"D",0,"general",0,"05115",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
124,"2500005802","025000058028","MINUTE MAID FRUIT PUNCH 20 OZ",,"1","1.46","1.460","2.75",,,,,"Tax","BEVERAGES",,"JETRO","25.00",25,"46.91",24,3,"B",0,"general",0,"35297",24,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
125,"2500005801","025000058011","MINUTE MAID LEMONADE 20OZ",,"1","1.49","1.490","2.75",,,,,"Tax","BEVERAGES",,"JETRO","23.00",23,"45.82",24,5,"B",0,"general",0,"25000058011",24,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
127,"2500005886","25000058868","MINUTE MAID PINK LEMONADE","MISC","1","2.23","2.230","2.75",,,,,"Tax","BEVERAGES",,,"0.00",0,"18.91",1,0,"D",0,"general",0,"19790",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
129,"2500011999","025000119996","MINUTE MAID BLUE RASPBERRY 20OZ","MISC","1","2.23","2.230","2.75",,,,,"Tax","BEVERAGES",,,"0.00",0,"18.91",3,3,"D",0,"general",0,"25000119996",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
130,"2590020604","025900206048","SWISHER SWEETS MINI PACK","MISC","1","5.48","5.480","7.00",,,,,"Tax","TOBACCO PRODUCTS",,,"2.00",2,"21.71",0,0,"D",0,"general",0,"26839",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
132,"2590022982","025900229825","SWISHER SWEETS BANANA SMASH","MISC","1","1.22","1.220","1.50",,,,,"Tax","TOBACCO PRODUCTS",,,"6.00",6,"18.67",3,3,"C",0,"general",0,"13371",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
133,"2590044552","025900445522","SWISHERS SWEETS RED",,"1","0.88","0.880","1.50",,,,,"Tax","TOBACCO PRODUCTS",,"NEPA 305","15.00",15,"41.33",30,14,"B",0,"general",0,"61450",30,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
134,"2590022734","025900227340","SWISHER SWEETS GRAPE","MISC","1","0.77","0.770","1.50",,,,,"Tax","TOBACCO PRODUCTS",,"NEPA 305","5.00",5,"48.67",3,3,"C",0,"general",0,"08316",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
135,"2590022735","025900227357","SWISHER SWEETS BLUEBERRY",,"1","0.78","0.730","1.50",,,,,"Tax","TOBACCO PRODUCTS",,"NEPA 305","5.00",5,"48.00",0,0,"D",0,"general",0,"37558",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
137,"2590022989","025900229894","SWISHER SWEETS HONEY BANANA",,"1","1.22","1.220","1.50",,,,,"Tax","TOBACCO PRODUCTS",,,"6.00",6,"18.67",3,3,"C",0,"general",0,"21384",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
139,"2590024013","25900240134","SWISHER SWEETS PURPLE SWISH","MISC","1","1.22","1.220","1.50",,,,,"Tax","TOBACCO PRODUCTS",,,"0.00",0,"18.67",1,0,"D",0,"general",0,"52644",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
141,"2590022991","025900229917","SWISHER SWEET PEPPERMINT",,"1","0.78","0.770","1.50",,,,,"Tax","TOBACCO PRODUCTS",,"NEPA 305","23.00",23,"48.00",2,2,"C",0,"general",0,"25900229917",30,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
147,"3170005817","31700055151","GAME LEAF SWEET","MISC","1","0.89","0.920","1.99",,,,,"Tax","TOBACCO PRODUCTS",,"NEPA 305","31.00",31,"55.28",1,0,"D",0,"general",0,"55198",15,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
149,"3330004203","033300042036","HEMPIRE PAPER KING",,"1","0.00","1.610","2.00",,,,,"Tax","Rolling Paper,Cones, Tips and Wraps",,,"40.00",40,"100.00",0,0,"D",0,"general",0,"82656",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
150,"3330004202","033300042029","HEMPIRE PAPER 1/2","2PK","1","0.00","1.610","2.00",,,,,"Tax","Rolling Paper,Cones, Tips and Wraps",,,"14.00",14,"100.00",0,0,"D",0,"general",0,"14569",2,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
151,"3170005814","031700058145","GAME LEAF RED SWEETS","MISC","1","0.89","1.540","1.99",,,,,"Tax","TOBACCO PRODUCTS",,,"0.00",0,"55.28",0,0,"D",0,"general",0,"22013",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
152,"3330004301","33300043019","HEMPIRE CONE KING",,"1","0.00","2.030","2.50",,,,,"Tax","Rolling Paper,Cones, Tips and Wraps",,,"23.00",23,"100.00",1,0,"D",0,"general",0,"67300",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
153,"3330004300","033300043002","HEMPIRE CONE 1/4",,"1","0.00","2.030","2.50",,,,,"Tax","Rolling Paper,Cones, Tips and Wraps",,,"22.00",22,"100.00",0,0,"D",0,"general",0,"91245",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
159,"3800084551","038000845512","PRINGLES ORIGINAL 1.3OZ CAN","MISC","1","0.67","1.620","2.00",,,,,"Tax","SNACKS/ FOOD",,"JETRO","7.00",7,"66.50",0,0,"D",0,"general",0,"52228",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
164,"4000042206","040000422068","MILKYWAY CHOCOLATE",,"1","0.90","2.030","2.00",,,,,"Tax","SNACKS/ FOOD",,,"16.00",16,"55.00",0,0,"D",0,"general",0,"11753",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
169,"4000051420","40000514206","TWIX CHOCOLATE",,"1","0.90","2.030","2.50",,,,,"Tax","SNACKS/ FOOD",,,"0.00",0,"64.00",1,0,"D",0,"general",0,"13972",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
171,"4168914007","041689140076","ZIPPO BUTANE 2.67OZ",,"1","2.20","2.200","6.00",,,,,"Tax","LIGHTERS / TORCH",,"NEPA 305","5.00",5,"63.33",12,2,"B",0,"general",0,"27245",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
173,"4168930049","041689300494","ZIPPO LIGHTER FLUID 4OZ",,"1","3.00","8.100","9.99",,,,,"Tax","LIGHTERS / TORCH",,"NEPA 305","7.00",7,"69.97",0,0,"D",0,"general",0,"56023",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
174,"4168930122","041689301224","ZIPPO LIGHTER FLUID 12OZ",,"1","3.00","8.100","9.99",,,,,"Tax","LIGHTERS / TORCH",,,"1.00",1,"69.97",24,1,"B",0,"general",0,"41689301224",24,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
176,"4263975301","42639753018","ICE KREAM CARTS","MISC","1","21.10","13.000","35.00",,,,,"Tax","THCA RELATED: Flower, Carts & Vapes",,,"2.00",2,"39.71",1,1,"B",0,"general",0,"42639753018",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
177,"4400004700","044000047009","OREO COOKIES 6PK","6PK","1","0.62","1.620","2.00",,,,,"Tax","SNACKS/ FOOD",,"JETRO","6.00",6,"69.00",0,0,"D",0,"general",0,"84879",4,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
179,"4400007722","044000077228","OREO DUNK","MISC","1","6.00","6.000","14.99",,,,,"Tax","SNACKS/ FOOD",,,"3.00",3,"59.97",0,0,"D",0,"general",0,"22549",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
180,"4400005694","044000056940","CHIPS AHOY ORIGINAL KING SIZE",,"1","1.67","1.670","3.99",,,,,"Tax","SNACKS/ FOOD",,"JETRO","2.00",2,"58.15",1,1,"C",0,"general",0,"33571",8,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
