ID,Stock Code,UPC Full,Name,Size,Default Qty,Unit Cost,Latest Cost,Unit Price,Modifiers Qty,Modifiers Cost,Modifiers Latest Cost,Modifiers Price,Tax Rule Name,Category Name,Category Group Name,Supplier Name,Qty On Hand,Total Qty On Hand,Margin,Reorder Value,Reorder Point,Item Rank,Auto Update,Type,Vendor Item No,SKU,Unit Per Case,Item Tags,Vendor Name,Notes,Remind Date,Close Out item,Prompt For Qty,Item Type,Additional Fee,Unit Deposit,Do Not Track Inventory,Add To Shortcut Keys,Do Not Show To Webstore,Hide Inventory,Item Shortcut Name,Item Sort No,Do Not Apply Manual Discount,Exclude from Promotions
1387,"8151138231","8681511382315","ADALYA 250G HAVANA",,"1","10.25","10.250","25.99",,,,,"Tax","HOOKAH RELATED",,"Nepa 305","3.00",3,"60.56",0,0,"D",0,"general",0,"99729",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1388,"0001877076","8600018770760","GROOVY LEAF GRABBA PREMIUM DARK",,"1","0.00","0.000","2.00",,,,,"Tax","TOBACCO PRODUCTS",,"UNKNOWN","6.00",6,"100.00",0,0,"D",0,"general",0,"45488",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1389,"0001877007","8600018770074","GROOVY GRABBA PREMIUM DARK LEAF",,"1","0.00","0.000","2.00",,,,,"Tax","TOBACCO PRODUCTS",,"UNKNOWN","4.00",4,"100.00",0,0,"D",0,"general",0,"33842",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1390,"8151138255","8681511382551","ADALYA 250G MINT",,"1","5.38","5.380","25.99",,,,,"Tax","HOOKAH RELATED",,"Nepa 305","4.00",4,"79.30",2,1,"B",0,"general",0,"68217",2,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1391,"8151138242","8681511382421","ADALYA 250G LOVE 66",,"1","10.25","10.250","25.99",,,,,"Tax","HOOKAH RELATED",,"Nepa 305","1.00",1,"60.56",0,0,"D",0,"general",0,"85692",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1392,"8151138351","8681511383510","ADALYA 50G ENGLISH LORD",,"1","0.00","0.000","5.99",,,,,"Tax","HOOKAH RELATED",,"UNKNOWN","5.00",5,"100.00",0,0,"D",0,"general",0,"50163",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1393,"8151138588","8681511385880","ADALYA 250G BERLIN NIGHTS",,"1","10.75","10.750","25.99",,,,,"Tax","HOOKAH RELATED",,"Nepa 305","1.00",1,"58.64",0,0,"D",0,"general",0,"19673",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1394,"8151138660","8681511386603","ADALYA 50G HAWAII","50G","1","0.00","0.000","5.99",,,,,"Tax","HOOKAH RELATED",,"UNKNOWN","8.00",8,"100.00",0,0,"D",0,"general",0,"60407",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1395,"8151138677","8681511386771","ADALYA 50G LOVE 66","MISC","1","1.83","1.830","5.99",,,,,"Tax","HOOKAH RELATED",,"Nepa 305","7.00",7,"69.45",1,1,"C",0,"general",0,"78613",10,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1396,"8151138691","8681511386917","ADALYA 50G MINT",,"1","2.50","2.500","5.99",,,,,"Tax","HOOKAH RELATED",,"UNKNOWN","2.00",2,"58.26",0,0,"D",0,"general",0,"05213",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1397,"8151138759","8681511387594","ADALYA 50G BLUE MLN","MISC","1","0.00","0.000","5.99",,,,,"Tax","HOOKAH RELATED",,"UNKNOWN","0.00",0,"100.00",1,1,"D",0,"general",0,"99082",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1398,"8165570011","8681655700112","ADALYA 50G MI AMOR","MISC","1","0.00","0.000","5.99",,,,,"Tax","HOOKAH RELATED",,"UNKNOWN","2.00",2,"100.00",0,0,"D",0,"general",0,"82449",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1399,"8165576530","8681655765302","ADALYA 250G WATERMELON",,"1","10.75","10.750","25.99",,,,,"Tax","HOOKAH RELATED",,"Nepa 305","1.00",1,"58.64",0,0,"D",0,"general",0,"96383",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1401,"8020137964","9780201379648","TEQUILA VAPE PEACH MANGO PINEAPPLE","15K","1","0.00","0.000","15.00",,,,,"Tax","NICOTINE VAPES",,"UNKNOWN","0.00",0,"100.00",0,0,"D",0,"general",0,"70808",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1403,"1012543912","810125439124","GEEKBAR FROZEN STRAWBERRY",,"1","8.40","0.000","30.00",,,,,"Tax","NICOTINE VAPES",,"Black Bunker","0.00",0,"72.00",5,3,"D",0,"general",0,"90095",5,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1404,"7744346626","977443466260","SHROOMZ GUMMIES 1000MG BLUE RAZZ INDICA 2PK",,"1","2.50","2.500","7.50",,,,,"Tax","EDIBLES",,"Black Bunker","0.00",0,"66.67",25,1,"D",0,"general",0,"91899",25,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1410,"2447431309","024474313091","PETIT MANGO NECTAR 6.8OZ","6.8OZ","1","0.00","0.000","1.99",,,,,"Tax","BEVERAGES",,,"0.00",0,"100.00",0,0,"D",0,"general",0,"71416",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1411,"2447431301","024474313015","PETIT APPLE NECTAR 6.8OZ","6.8OZ","1","0.00","0.000","1.99",,,,,"Tax","BEVERAGES",,,"0.00",0,"100.00",0,0,"D",0,"general",0,"03316",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1412,"2447431305","024474313053","PETIT PINEAPPLE NECTAR 6.8OZ","6.8OZ","1","0.00","0.000","1.99",,,,,"Tax","BEVERAGES",,,"0.00",0,"100.00",2,2,"D",0,"general",0,"94931",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1413,"9999969021","0000","SQUAD JAR GRINDER",,"1","5.00","5.000","12.99",,,,,"Tax","GRINDERS",,"NARGUILESTE LLC","6.00",6,"61.51",0,0,"D",0,"general",0,"48349",8,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1414,"9999965798","0000","SQUAD GRINDER",,"1","2.00","2.170","6.50",,,,,"Tax","GRINDERS",,"KARINA DROPPED MERCH","2.00",2,"69.23",2,1,"B",0,"general",0,"94384",2,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1415,"9999969817","0000","SQUAD GLASS TIP 2PK",,"1","0.00","0.000","7.99",,,,,"Tax","GLASS PARTS: BOWLS DOWNSTEAMS",,,"3.00",3,"100.00",0,0,"D",0,"general",0,"73405",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1416,"9863211001","7898632110012","SQUADAFUM METAL PIPE",,"1","0.00","0.000","19.99",,,,,"Tax","HAND PIPES",,"SQUAD DA FUMA","8.00",8,"100.00",0,0,"D",0,"general",0,"21612",9,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1417,"9863211002","7898632110029","SQUADAFUM ONE HITTER",,"1","0.00","0.000","19.99",,,,,"Tax","HAND PIPES",,,"0.00",0,"100.00",0,0,"B",0,"general",0,"44942",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1420,"9110816772","0000","AL FAKHER 250G MAGIC LOVE",,"1","5.38","5.380","25.99",,,,,"Tax","HOOKAH RELATED",,"Nepa 305","1.00",1,"79.30",0,0,"D",0,"general",0,"70003",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1421,"1012543906","810125439063","GEEKBAR FROZEN WATERMELON",,"1","8.40","8.400","30.00",,,,,"Tax","NICOTINE VAPES",,"Black Bunker","0.00",0,"72.00",5,3,"D",0,"general",0,"89338",5,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1422,"8165571753","8681655717530","ADALYA 250G MI AMOR",,"1","10.75","10.750","25.99",,,,,"Tax","HOOKAH RELATED",,"Nepa 305","2.00",2,"58.64",0,0,"D",0,"general",0,"99197",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1424,"9999927456","0000","PIPE BUBBLER BIG",,"1","6.50","6.500","25.00",,,,,"Tax","HAND PIPES",,"Nepa 305","0.00",0,"74.00",1,1,"D",0,"general",0,"07259",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1425,"pcl815","0000","WATER DUCK CONE WATER PIPE",,"1","12.49","12.490","25.00",,,,,"Tax","HAND PIPES",,"Nepa 305","0.00",0,"50.04",0,0,"D",0,"general",0,"87776",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1427,"9999925511","0000","ANIME KEYCHAIN",,"1","0.00","0.000","9.99",,,,,"Tax","MISCELLANEOUS",,"Nepa 305","85.00",85,"100.00",0,0,"D",0,"general",0,"35827",100,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1428,"1100361324","211003613245","POD JUICE 6MG JEWEL MINT","100ML","1","5.83","6.990","18.00",,,,,"Tax","VAPE JUICES",,"Kanger","1.00",1,"67.61",0,0,"D",0,"general",0,"45069",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1429,"6098937964","660989379643","FRONTO KING DARK CRUSH",,"1","1.65","1.650","3.64",,,,,"Tax","TOBACCO PRODUCTS",,"Nepa 305","6.00",6,"54.67",1,1,"C",0,"general",0,"45339",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1432,"7031364356","6970313643567","RAZ 9K DAY CRAWLER",,"1","12.40","12.400","30.00",,,,,"Tax","NICOTINE VAPES",,"HIGHEST GOODS","1.00",1,"58.67",5,3,"A",0,"general",0,"47160",5,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1433,"5236901559","652369015593","DOG GRINDER",,"1","9.49","0.000","25.00",,,,,"Tax","GRINDERS",,"KARINA DROPPED MERCH","1.00",1,"62.04",0,0,"D",0,"general",0,"50229",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1434,"0985117157","609851171572","DOZO DISPOSABLE 2.5GR SATIVA SOUR TANGIE",,"1","0.00","0.000","40.00",,,,,"Tax","THCA PRODUCTS",,"UNKNOWN","0.00",0,"100.00",5,4,"D",0,"general",0,"77663",5,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1435,"0985117153","609851171534","DOZO DISPOSABLE 2.5GR SATIVA PINEAPPLE SLURPY",,"1","0.00","0.000","40.00",,,,,"Tax","THCA PRODUCTS",,"Black Bunker","0.00",0,"100.00",5,4,"D",0,"general",0,"20141",5,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1439,"9999944099, 9863211711","0000, 7898632117110","SQUADAFUM MOCO TUBE HOLDER",,"1","1.42","1.420","4.99",,,,,"Tax","MISCELLANEOUS",,"SQUAD DA FUMA","10.00, 0.00",10,"71.54",0,0,"D",0,"general",0,"58060",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1440,"6915201008","769152010083","DEEP MALE CHEW",,"1","3.50","3.500","8.00",,,,,"Tax","SEX RELATED ITEMS",,,"0.00",0,"56.25",0,0,"D",0,"general",0,"89787",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1441,"3511201193","735112011933","SEXTACY CHEW",,"1","5.00","5.000","12.00",,,,,"Tax","SEX RELATED ITEMS",,,"0.00",0,"58.33",12,2,"D",0,"general",0,"64651",12,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1442,"3511201073","735112010738","MOCHI CHEW 1PK",,"1","4.00","4.000","9.99",,,,,"Tax","EDIBLES",,"KARINA DROPPED MERCH","4.00",4,"59.96",0,0,"D",0,"general",0,"90008",4,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1445,"7286650770, 7826966035","6978269660355, 6978269660355","RAZ LTX 25K MIAMI MINT",,"1","15.00","14.000","35.00",,,,,"Tax","NICOTINE VAPES",,"Nepa 305","0.00, 0.00",0,"57.14",5,3,"D",0,"general",0,"52821",5,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1446,"7286650748","6972866507488","RAZ LTX 25K FROZEN BANANA",,"1","15.00","13.600","35.00",,,,,"Tax","NICOTINE VAPES",,"Nepa 305","0.00",0,"57.14",10,10,"D",0,"general",0,"42313",5,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1448,"7286650776","6972866507761","RAZ LTX 25K BANGIN SOUR BERRIES",,"1","15.00","11.200","35.00",,,,,"Tax","NICOTINE VAPES",,"Nepa 305","0.00",0,"57.14",10,6,"D",0,"general",0,"52353",5,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1449,"4069564096","0000","SMOK RPM80 RGC COIL CONICAL MESH 0.17 SINGLE",,"1","0.65","1.940","5.00",,,,,"Tax","COILS & PODS REPLACEMENTS",,"Kanger","15.00",15,"87.00",0,0,"D",0,"general",0,"56487",5,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1450,"4069562977","0000","SMOK TFV16 TANK 9ML KIT BLACK PLATING",,"1","0.00","0.000","37.00",,,,,"Tax","DEVICES: BATTERIES & MODS",,"Kanger","1.00",1,"100.00",0,0,"D",0,"general",0,"58329",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1451,"4069567310","6940695673100","SMOK TFV18 TANK STAINLESS STEEL",,"1","0.00","0.000","40.00",,,,,"Tax","DEVICES: BATTERIES & MODS",,"Kanger","0.00",0,"100.00",0,0,"D",0,"general",0,"74563",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1452,"4349869717","6943498697175","VAPORESSO XROS 4 MINI ICE PURPLE",,"1","0.00","0.000","23.00",,,,,"Tax","DEVICES: BATTERIES & MODS",,"Kanger","0.00",0,"100.00",0,0,"D",0,"general",0,"14445",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1453,"4349869716","6943498697168","VAPORESSO XROS 4 MINI ICE BLUE",,"1","12.20","12.200","23.00",,,,,"Tax","DEVICES: BATTERIES & MODS",,"Kanger","0.00",0,"46.96",0,0,"B",0,"general",0,"30240",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1454,"4349860069","6943498600694","VAPORESSO ARMOUR G KIT BROWN",,"1","0.00","0.000","45.00",,,,,"Tax","DEVICES: BATTERIES & MODS",,"Kanger","0.00",0,"100.00",2,2,"D",0,"general",0,"53301",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1455,"4069564099","0000","SMOK RPM 80 KIT BLACK CARBON FIBER",,"1","0.00","0.000","40.00",,,,,"Tax","DEVICES: BATTERIES & MODS",,"Kanger","1.00",1,"100.00",0,0,"D",0,"general",0,"88476",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1457,"5317637855","0000","INNEVAPE 0MG HEISENBERG SOUR APPLE","100ML","1","0.00","0.000","15.00",,,,,"Tax","VAPE JUICES",,"Kanger","2.00",2,"100.00",0,0,"D",0,"general",0,"89946",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1458,"5317637802","053176378022","INNEVAPE 6MG HEISENBERG BERRY","100ML","1","0.00","0.000","15.00",,,,,"Tax","VAPE JUICES",,"Kanger","1.00",1,"100.00",0,0,"D",0,"general",0,"80530",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1459,"5317636108","0000","INNEVAPE 6MG HEISENBERG","100ML","1","0.00","0.000","15.00",,,,,"Tax","VAPE JUICES",,"Kanger","1.00",1,"100.00",0,0,"D",0,"general",0,"23750",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1461,"1100361323","211003613238","POD JUICE 3MG JEWEL MINT","100ML","1","0.00","0.000","18.00",,,,,"Tax","VAPE JUICES",,"UNKNOWN","2.00",2,"100.00",0,0,"D",0,"general",0,"00854",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1462,"1002278932","0000","FRUIT MONSTER 48MG PASSIONFRUIT ORANGE GUAVA","30ML","1","0.00","0.000","16.00",,,,,"Tax","VAPE JUICES",,"Kanger","2.00",2,"100.00",0,0,"D",0,"general",0,"58554",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1463,"7588608153, 7588608154, 7588608150, 7588608155, 7588608151, 7588608152","6975886081525, 6975886081525, 6975886081525, 6975886081525, 6975886081525, 6975886081525","YOCAN KODO PLUS BATTERY",,"1","5.20","5.200","14.99",,,,,"Tax","DEVICES: BATTERIES & MODS",,"Kanger","3.00, 0.00, 0.00, 0.00, 2.00, 0.00",5,"65.31",2,2,"B",0,"general",0,"37543",1,"THCDISPLAY",,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1464,"7588608406","6975886084069","YOCAN KODO ANIMAL MINI WOLF",,"1","0.00","0.000","12.99",,,,,"Tax","DEVICES: BATTERIES & MODS",,"Kanger","0.00",0,"100.00",0,0,"D",0,"general",0,"19041",1,"THCDISPLAY",,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1465,"7588608256","6975886082560","YOCAN KODO ANIMAL MINI CAT",,"1","3.50","3.500","12.99",,,,,"Tax","DEVICES: BATTERIES & MODS",,"Kanger","1.00",1,"73.06",3,3,"B",0,"general",0,"12403",1,"THCDISPLAY",,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1466,"7588608268","6975886082683","YOCAN KODO ANIMAL MINI LION",,"1","3.50","3.500","12.99",,,,,"Tax","DEVICES: BATTERIES & MODS",,"Kanger","2.00",2,"73.06",0,0,"D",0,"general",0,"89088",1,"THCDISPLAY",,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1467,"7588608401","6975886084014","YOCAN KODO ANIMAL MINI GORILLA",,"1","3.50","0.000","12.99",,,,,"Tax","DEVICES: BATTERIES & MODS",,"Kanger","2.00",2,"73.06",0,0,"D",0,"general",0,"02079",1,"THCDISPLAY",,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1468,"7161021169","071610211698","BACKWOODS 5PK SMOKED CARAMEL","5PK","1","4.22","4.220","7.50",,,,,"Tax","TOBACCO PRODUCTS",,"HIGHEST GOODS","4.00",4,"43.73",8,3,"B",0,"general",0,"85623",8,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1469,"7013710529","070137105299","BLACK & MILD WINE SINGLE WOOD TIP","EA","1","0.94","0.940","1.50",,,,,"Tax","TOBACCO PRODUCTS",,"KARINA DROPPED MERCH","52.00",52,"37.33",2,2,"C",0,"general",0,"92425",50,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1470,"4578177604","0000","COOKIES 916 BAYSIDE SERIES BONG",,"1","28.35","28.350","65.00",,,,,"Tax","BONGS",,"Nepa 305","2.00",2,"56.38",0,0,"D",0,"general",0,"98032",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1473,"2221095616","7622210956163","MILKA OREO BROWNIE",,"1","0.00","0.000","3.99",,,,,"Tax","SNACKS / MUNCHIES",,"UNKNOWN","0.00",0,"100.00",2,2,"D",0,"general",0,"87348",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1474,"2230008640","7622300086404","MILKA CARAMELO 100GR",,"1","1.65","1.600","3.99",,,,,"Tax","SNACKS / MUNCHIES",,"KARINA DROPPED MERCH","2.00",2,"58.65",4,4,"B",0,"general",0,"09107",4,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1475,"1390300008","9139038","OREO WAFER ROLL",,"1","0.00","0.000","3.00",,,,,"Tax","SNACKS / MUNCHIES",,"UNKNOWN","4.00",4,"100.00",0,0,"D",0,"general",0,"41658",3,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1476,"1029100158","810291001583","TATE'S ITSY BITSY CHOCOLATE CHIP COOKIES",,"1","0.00","0.000","2.00",,,,,"Tax","SNACKS / MUNCHIES",,"UNKNOWN","0.00",0,"100.00",0,0,"D",0,"general",0,"36753",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1477,"1900008342","019000083425","LIFE SAVERS GUMMIES 5 FLAVORS",,"1","0.00","0.000","4.25",,,,,"Tax","SNACKS / MUNCHIES",,"Smoke Nation","5.00",5,"100.00",0,0,"D",0,"general",0,"16841",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1478,"9063204916","8690632049168","NESQUIK GOFRET CHOCOLATE WAFER BAR",,"1","0.00","0.000","2.00",,,,,"Tax","SNACKS / MUNCHIES",,"UNKNOWN","1.00",1,"100.00",0,0,"D",0,"general",0,"44369",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1479,"3692763410","6936927634100","IGET 20K CHERRY POMEGRANATE",,"1","0.00","0.000","20.00",,,,,"Tax","NICOTINE VAPES",,"Nepa 305","3.00",3,"100.00",0,0,"D",0,"general",0,"34700",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1480,"3692763401","6936927634018","IGET 20K DOUBLE APPLE",,"1","0.00","0.000","20.00",,,,,"Tax","NICOTINE VAPES",,"Nepa 305","0.00",0,"100.00",1,1,"D",0,"general",0,"13935",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1481,"3692763407","6936927634070","IGET 20K BLUEBERRY ICE",,"1","0.00","0.000","20.00",,,,,"Tax","NICOTINE VAPES",,"Nepa 305","4.00",4,"100.00",0,0,"D",0,"general",0,"76399",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1482,"3692763416","6936927634162","IGET 20K PASSION FRUIT GRAPE ORANGE",,"1","0.00","0.000","20.00",,,,,"Tax","NICOTINE VAPES",,"Nepa 305","5.00",5,"100.00",0,0,"D",0,"general",0,"76508",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1483,"3692763398","6936927633981","IGET 20K GRAPE ICE",,"1","0.00","0.000","20.00",,,,,"Tax","NICOTINE VAPES",,"Nepa 305","0.00",0,"100.00",1,1,"D",0,"general",0,"29693",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1484,"3692763405","6936927634056","IGET 20K MINT",,"1","0.00","0.000","20.00",,,,,"Tax","NICOTINE VAPES",,"Nepa 305","0.00",0,"100.00",3,3,"D",0,"general",0,"72825",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1485,"3692763411","6936927634117","IGET 20K BLACKBERRY POMEGRANATE CHERRY ICE",,"1","0.00","0.000","20.00",,,,,"Tax","NICOTINE VAPES",,"Nepa 305","1.00",1,"100.00",1,1,"B",0,"general",0,"68390",1,"sample",,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1486,"3692763403","6936927634032","IGET 20K STRAWBERRY WATERMELON",,"1","0.00","0.000","20.00",,,,,"Tax","NICOTINE VAPES",,"Nepa 305","4.00",4,"100.00",0,0,"D",0,"general",0,"95052",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1487,"3692763404","6936927634049","IGET 20K STRAWBERRY KIWI",,"1","0.00","0.000","20.00",,,,,"Tax","NICOTINE VAPES",,"Nepa 305","0.00",0,"100.00",0,0,"D",0,"general",0,"75774",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1488,"3692763412","6936927634124","IGET 20K WATERMELON BLUEBERRY",,"1","0.00","0.000","20.00",,,,,"Tax","NICOTINE VAPES",,"Nepa 305","4.00",4,"100.00",0,0,"D",0,"general",0,"03388",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1489,"3692763402","6936927634025","IGET 20K BLACKBERRY ICE",,"1","0.00","0.000","20.00",,,,,"Tax","NICOTINE VAPES",,"Nepa 305","3.00",3,"100.00",0,0,"D",0,"general",0,"28777",1,"sample",,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1490,"3692764264","6936927642648","IGET 20K CLASSIC TOBACCO",,"1","0.00","0.000","20.00",,,,,"Tax","NICOTINE VAPES",,"Nepa 305","0.00",0,"100.00",0,0,"D",0,"general",0,"68897",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1491,"5002303736","0000","HS SMELL PROOF TRAY",,"1","5.00","5.000","19.99",,,,,"Tax","TRAYS/ ASHTRAY/JARS",,"Black Bunker","2.00",2,"74.99",0,0,"D",0,"general",0,"46097",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1492,"1310727095","313107270956","TORNADO CHARCOAL 72CT BOX",,"1","0.00","0.000","12.00",,,,,"Tax","HOOKAH RELATED",,,"1.00",1,"100.00",0,0,"D",0,"general",0,"33137",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1493,"9999975081","0000","NAKED SALT 35MG MANGO","30ML","1","0.00","0.000","15.00",,,,,"Tax","VAPE JUICES",,,"1.00",1,"100.00",0,0,"D",0,"general",0,"59765",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1495,"9999998126","0000","NAKED SALT 50MG MANGO","30ML","1","0.00","0.000","15.00",,,,,"Tax","VAPE JUICES",,,"1.00",1,"100.00",0,0,"D",0,"general",0,"83721",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1496,"9110816171","6291108161715","AL FAKHER 50G BERRY","50G","1","0.00","0.000","5.99",,,,,"Tax","HOOKAH RELATED",,,"0.00",0,"100.00",0,0,"D",0,"general",0,"72596",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1497,"7382670122, 2374201965","6923742019656, 6923742019656","HQD CUVIE PLUS BLUEBERRY LEMONADE",,"1","6.67","6.670","14.00",,,,,"Tax","NICOTINE VAPES",,"Nepa 305","0.00, 2.00",2,"52.36",12,7,"A",0,"general",0,"15491",6,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1498,"1900017049","019000170491","LIFE SAVERS GUMMIES SOURS 7OZ",,"1","2.20","2.200","4.25",,,,,"Tax","SNACKS / MUNCHIES",,"Smoke Nation","1.00",1,"48.24",5,5,"B",0,"general",0,"19965",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1499,"4136408792","041364087924","SOUR PUNCH RAINBOW STRAW 2OZ",,"1","0.77","0.770","1.99",,,,,"Tax","SNACKS / MUNCHIES",,"UNKNOWN","4.00",4,"61.31",0,0,"D",0,"general",0,"20753",1,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1503,"9823228124","598232281248","BB PEN 3GR THCA  HYBRID ALIEN COOKIES","3G","1","12.00","12.000","35.00",,,,,"Tax","THCA PRODUCTS",,"Black Bunker","0.00",0,"65.71",5,3,"D",0,"general",0,"48513",5,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1504,"9965334521","699653345219","SMAKD GUMMIES 1000MG BERRY BLAST 2PK","2PK","1","2.70","2.670","8.00",,,,,"Tax","EDIBLES",,"Black Bunker","3.00",3,"66.25",30,3,"B",0,"general",0,"02703",30,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1505,"7286650991","6972866509918","RAZ LTX 25K ORANGE MANGO",,"1","15.00","14.000","35.00",,,,,"Tax","NICOTINE VAPES",,"Nepa 305","0.00",0,"57.14",10,6,"D",0,"general",0,"52140",5,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
1506,"1016428093","810164280930","GEEKBAR COOL MINT",,"1","8.00","8.000","30.00",,,,,"Tax","NICOTINE VAPES",,"KARINA DROPPED MERCH","1.00",1,"73.33",5,3,"A",0,"general",0,"05416",5,,,,,0,0,"Inventory Item",,,0,0,0,0,,,0,0
